date,qscat_1,qscat_2,qscat_3,seawinds_1,seawinds_2,seawinds_3
2002118,-66.03,136.02,1,0,0,0
2002119,-66.03,136.02,1,0,0,0
2002120,-66.03,136.02,1,0,0,0
2002121,-66.03,136.02,1,0,0,0
2002122,-66.03,136.02,1,0,0,0
2002123,-66.03,136.02,1,0,0,0
2002124,-66.0705,136.0363,1,0,0,0
2002125,-66.0705,136.0363,1,0,0,0
2002126,-66.0705,136.0363,1,0,0,0
2002127,-66.0625,136.1137,1,0,0,0
2002128,-66.0625,136.1137,1,0,0,0
2002129,-66.0341,136.1808,1,0,0,0
2002130,-66.0341,136.1808,1,0,0,0
2002131,-66.0341,136.1808,1,0,0,0
2002132,-66.0341,136.1808,1,0,0,0
2002133,-66.0341,136.1808,1,0,0,0
2002134,-66.0341,136.1808,1,0,0,0
2002135,-66.0573,136.1424,1,0,0,0
2002136,-66.0573,136.1424,1,0,0,0
2002137,-66.0573,136.1424,1,0,0,0
2002138,-66.0573,136.1424,1,0,0,0
2002139,-66.0573,136.1424,1,0,0,0
2002140,-66.0573,136.1424,1,0,0,0
2002141,-66.0573,136.1424,1,0,0,0
2002142,-66.0573,136.1424,1,0,0,0
2002143,-66.0573,136.1424,1,0,0,0
2002144,-66.0573,136.1424,1,0,0,0
2002145,-66.0573,136.1424,1,0,0,0
2002146,-66.0573,136.1424,1,0,0,0
2002147,-66.0436,136.0732,1,0,0,0
2002148,-66.0436,136.0732,1,0,0,0
2002149,-66.0557,136.1172,0,0,0,0
2002150,-66.0677,136.1612,1,0,0,0
2002151,-66.0677,136.1612,1,0,0,0
2002152,-66.1894,136.2623,1,0,0,0
2002153,-66.1155,136.1796,1,0,0,0
2002154,-66.1155,136.1796,1,0,0,0
2002155,-66.1155,136.1796,1,0,0,0
2002156,-66.0583,136.1729,1,0,0,0
2002157,-66.0715,136.1088,1,0,0,0
2002158,-66.0715,136.1088,1,0,0,0
2002159,-66.0715,136.1088,1,0,0,0
2002160,-66.0715,136.1088,1,0,0,0
2002161,-66.0715,136.1088,1,0,0,0
2002162,-66.0715,136.1088,1,0,0,0
2002163,-66.0715,136.1088,1,0,0,0
2002164,-66.0715,136.1088,1,0,0,0
2002165,-66.0715,136.1088,1,0,0,0
2002166,-66.0715,136.1088,1,0,0,0
2002167,-66.0715,136.1088,1,0,0,0
2002168,-66.0715,136.1088,1,0,0,0
2002169,-66.0715,136.1088,1,0,0,0
2002170,-66.0715,136.1088,1,0,0,0
2002171,-66.0715,136.1088,1,0,0,0
2002172,-66.0715,136.1088,1,0,0,0
2002173,-66.0715,136.1088,1,0,0,0
2002174,-66.0715,136.1088,1,0,0,0
2002175,-66.0715,136.1088,1,0,0,0
2002176,-66.0715,136.1088,1,0,0,0
2002177,-66.0715,136.1088,1,0,0,0
2002178,-66.0715,136.1088,1,0,0,0
2002179,-66.0715,136.1088,1,0,0,0
2002180,-66.0715,136.1088,1,0,0,0
2002181,-66.0715,136.1088,1,0,0,0
2002182,-66.0715,136.1088,1,0,0,0
2002183,-66.0715,136.1088,1,0,0,0
2002184,-66.0715,136.1088,1,0,0,0
2002185,-66.0715,136.1088,1,0,0,0
2002186,-66.0715,136.1088,1,0,0,0
2002187,-66.0715,136.1088,1,0,0,0
2002188,-66.0715,136.1088,1,0,0,0
2002189,-66.0715,136.1088,1,0,0,0
2002190,-66.0715,136.1088,1,0,0,0
2002191,-66.0715,136.1088,1,0,0,0
2002192,-66.0715,136.1088,1,0,0,0
2002193,-66.0715,136.1088,1,0,0,0
2002194,-66.0715,136.1088,1,0,0,0
2002195,-66.0715,136.1088,1,0,0,0
2002196,-66.0715,136.1088,1,0,0,0
2002197,-66.0715,136.1088,1,0,0,0
2002198,-66.0715,136.1088,1,0,0,0
2002199,-66.0715,136.1088,1,0,0,0
2002200,-66.0715,136.1088,1,0,0,0
2002201,-66.0715,136.1088,1,0,0,0
2002202,-66.0715,136.1088,1,0,0,0
2002203,-66.0715,136.1088,1,0,0,0
2002204,-66.0715,136.1088,1,0,0,0
2002205,-66.0715,136.1088,1,0,0,0
2002206,-66.0715,136.1088,1,0,0,0
2002207,-66.0715,136.1088,1,0,0,0
2002208,-66.0715,136.1088,1,0,0,0
2002209,-66.0715,136.1088,1,0,0,0
2002210,-66.0715,136.1088,1,0,0,0
2002211,-66.0715,136.1088,1,0,0,0
2002212,-66.0715,136.1088,1,0,0,0
2002213,-66.0474,136.0132,1,0,0,0
2002214,-66.0795,135.9895,1,0,0,0
2002215,-66.0795,135.9895,1,0,0,0
2002216,-66.0683,136.0324,1,0,0,0
2002217,-66.0683,136.0324,1,0,0,0
2002218,-66.0683,136.0324,1,0,0,0
2002219,-66.0683,136.0324,1,0,0,0
2002220,-66.0683,136.0324,1,0,0,0
2002221,-66.0683,136.0324,1,0,0,0
2002222,-66.0683,136.0324,1,0,0,0
2002223,-66.0683,136.0324,1,0,0,0
2002224,-66.0683,136.0324,1,0,0,0
2002225,-66.0683,136.0324,1,0,0,0
2002226,-66.0683,136.0324,1,0,0,0
2002227,-66.0683,136.0324,1,0,0,0
2002228,-66.0683,136.0324,1,0,0,0
2002229,-66.0683,136.0324,1,0,0,0
2002230,-66.0683,136.0324,1,0,0,0
2002231,-66.0683,136.0324,1,0,0,0
2002232,-66.0683,136.0324,1,0,0,0
2002233,-66.0683,136.0324,1,0,0,0
2002234,-66.0683,136.0324,1,0,0,0
2002235,-66.0683,136.0324,1,0,0,0
2002236,-66.0683,136.0324,1,0,0,0
2002237,-66.0683,136.0324,1,0,0,0
2002238,-66.0683,136.0324,1,0,0,0
2002239,-66.0683,136.0324,1,0,0,0
2002240,-66.0683,136.0324,1,0,0,0
2002241,-66.0683,136.0324,1,0,0,0
2002242,-66.0484,136.1305,1,0,0,0
2002243,-66.0484,136.1305,1,0,0,0
2002244,-66.0484,136.1305,1,0,0,0
2002245,-66.0484,136.1305,1,0,0,0
2002246,-66.0484,136.1305,1,0,0,0
2002247,-66.0484,136.1305,1,0,0,0
2002248,-66.0484,136.1305,1,0,0,0
2002249,-66.0484,136.1305,1,0,0,0
2002250,-66.0484,136.1305,1,0,0,0
2002251,-66.0484,136.1305,1,0,0,0
2002252,-66.0484,136.1305,1,0,0,0
2002253,-66.0484,136.1305,1,0,0,0
2002254,-66.0484,136.1305,1,0,0,0
2002255,-66.0484,136.1305,1,0,0,0
2002256,-66.0484,136.1305,1,0,0,0
2002257,-66.0484,136.1305,1,0,0,0
2002258,-66.0484,136.1305,1,0,0,0
2002259,-66.0484,136.1305,1,0,0,0
2002260,-66.0484,136.1305,1,0,0,0
2002261,-66.0484,136.1305,1,0,0,0
2002262,-66.0484,136.1305,1,0,0,0
2002263,-66.0484,136.1305,1,0,0,0
2002264,-66.0484,136.1305,1,0,0,0
2002265,-66.0484,136.1305,1,0,0,0
2002266,-66.0484,136.1305,1,0,0,0
2002267,-66.0484,136.1305,1,0,0,0
2002268,-66.0484,136.1305,1,0,0,0
2002269,-66.0484,136.1305,1,0,0,0
2002270,-66.0484,136.1305,1,0,0,0
2002271,-66.0484,136.1305,1,0,0,0
2002272,-66.0484,136.1305,1,0,0,0
2002273,-66.0484,136.1305,1,0,0,0
2002274,-66.0484,136.1305,1,0,0,0
2002275,-66.0484,136.1305,1,0,0,0
2002276,-66.0484,136.1305,1,0,0,0
2002277,-66.0484,136.1305,1,0,0,0
2002278,-66.0484,136.1305,1,0,0,0
2002279,-66.0484,136.1305,1,0,0,0
2002280,-66.0484,136.1305,1,0,0,0
2002281,-66.0484,136.1305,1,0,0,0
2002282,-66.0484,136.1305,1,0,0,0
2002283,-66.0484,136.1305,1,0,0,0
2002284,-66.0484,136.1305,1,0,0,0
2002285,-66.0484,136.1305,1,0,0,0
2002286,-66.0484,136.1305,1,0,0,0
2002287,-66.0484,136.1305,1,0,0,0
2002288,-66.0484,136.1305,1,0,0,0
2002289,-66.0484,136.1305,1,0,0,0
2002290,-66.0484,136.1305,1,0,0,0
2002291,-66.0484,136.1305,1,0,0,0
2002292,-66.0484,136.1305,1,0,0,0
2002293,-66.0484,136.1305,1,0,0,0
2002294,-66.0484,136.1305,1,0,0,0
2002295,-66.0484,136.1305,1,0,0,0
2002296,-66.0484,136.1305,1,0,0,0
2002297,-66.0484,136.1305,1,0,0,0
2002298,-66.0484,136.1305,1,0,0,0
2002299,-66.0484,136.1305,1,0,0,0
2002300,-66.0484,136.1305,1,0,0,0
2002301,-66.0484,136.1305,1,0,0,0
2002302,-66.0484,136.1305,1,0,0,0
2002303,-66.0484,136.1305,1,0,0,0
2002304,-66.0484,136.1305,1,0,0,0
2002305,-66.0484,136.1305,1,0,0,0
2002306,-66.0484,136.1305,1,0,0,0
2002307,-66.0484,136.1305,1,0,0,0
2002308,-66.0484,136.1305,1,0,0,0
