ascat_1,ascat_2,ascat_3,date
-67.6601,-45.9987,1,2017061
-67.3631,-46.8783,1,2017062
-67.2382,-46.7611,1,2017063
-67.2382,-46.7611,1,2017064
-67.0107,-46.1606,1,2017065
-66.9559,-46.2255,1,2017066
-67.0286,-46.4662,1,2017067
-67.0745,-46.6873,0,2017068
-67.114,-46.9065,0,2017069
-67.1418,-47.0742,0,2017070
-67.1523,-47.1411,1,2017071
-67.1523,-47.1411,1,2017072
-66.9701,-46.6774,1,2017073
-66.9745,-46.563,1,2017074
-66.9506,-46.6894,1,2017075
-66.9479,-46.6626,1,2017076
-67.1087,-46.2706,1,2017077
-67.1656,-45.9541,1,2017078
-67.0785,-45.8879,1,2017079
-67.1458,-45.7549,1,2017080
-67.2094,-45.6662,1,2017081
-67.2094,-45.6662,1,2017082
-67.0646,-45.7106,1,2017083
-66.9851,-45.6972,1,2017084
-67.0841,-45.8026,1,2017085
-67.0841,-45.8026,1,2017086
-67.0912,-45.4665,1,2017087
-67.0912,-45.4665,1,2017088
-67.0671,-45.3142,1,2017089
-66.7084,-44.8403,1,2017090
-66.7084,-44.8403,1,2017091
-66.8,-44.9253,1,2017092
-66.8,-44.9253,1,2017093
-66.7692,-45.3206,1,2017094
-66.7085,-45.2978,1,2017095
-66.5855,-45.0788,1,2017096
-66.3374,-44.9676,1,2017097
-66.2247,-45.0403,1,2017098
-66.2147,-45.3737,1,2017099
-66.1839,-45.4834,1,2017100
-66.1771,-45.5383,1,2017101
-66.1909,-45.2955,1,2017102
-66.139,-45.49,1,2017103
-66.0424,-45.5201,1,2017104
-65.9565,-45.5241,1,2017105
-65.9565,-45.5241,1,2017106
-65.9565,-45.5241,1,2017107
-65.9019,-45.5539,1,2017108
-65.9063,-45.8121,1,2017109
-65.8854,-46.3958,1,2017110
-65.8854,-46.3958,1,2017111
-65.6381,-46.2764,1,2017112
-65.5649,-46.2151,1,2017113
-65.5376,-46.1138,1,2017114
-65.4994,-46.027,1,2017115
-65.3429,-45.9424,1,2017116
-65.2307,-45.8753,1,2017117
-65.1567,-45.8833,1,2017118
-65.0827,-45.8591,1,2017119
-64.9961,-45.8639,1,2017120
-64.8238,-45.7434,1,2017121
-64.7602,-45.6318,1,2017122
-64.7956,-45.9349,1,2017123
-64.7603,-46.3331,1,2017124
-64.7,-46.28,1,2017125
-64.7,-46.28,1,2017126
-64.7614,-46.2356,1,2017127
-64.7614,-46.2356,1,2017128
-64.7636,-45.9762,1,2017129
-64.7636,-45.9762,1,2017130
-64.5984,-45.7773,1,2017131
-64.4692,-45.7836,1,2017132
-64.4099,-45.8219,1,2017133
-64.3709,-45.7206,1,2017134
-64.3709,-45.7206,1,2017135
-64.6474,-45.0874,1,2017136
-64.6474,-45.0874,1,2017137
-64.5825,-44.8197,1,2017138
-64.5272,-44.7229,1,2017139
-64.506,-44.3844,1,2017140
-64.5355,-43.9878,1,2017141
-64.4769,-43.8998,1,2017142
-64.4769,-43.8998,1,2017143
-64.4459,-43.5158,1,2017144
-64.3366,-43.2893,1,2017145
-64.1796,-42.9514,1,2017146
-64.1796,-42.9514,1,2017147
-64.0129,-42.7548,0,2017148
-63.7034,-42.3662,0,2017149
-63.5367,-42.0868,1,2017150
-63.5971,-41.9985,1,2017151
-63.529,-41.776,1,2017152
-63.4919,-41.7706,1,2017153
-63.4153,-41.57,1,2017154
-63.4719,-41.7547,1,2017155
-63.5319,-41.4396,1,2017156
-63.6504,-41.2031,1,2017157
-63.6963,-41.2852,1,2017158
-63.7425,-41.066,1,2017159
-63.671,-41.1504,1,2017160
-63.6115,-41.1702,1,2017161
-63.5943,-41.4459,1,2017162
-63.5279,-41.7129,1,2017163
-63.5037,-41.7738,1,2017164
-63.4005,-42.2894,1,2017165
-63.2472,-42.2465,1,2017166
-63.1569,-42.0817,1,2017167
-63.0495,-41.9597,1,2017168
-63.2568,-41.5099,1,2017169
-63.2535,-41.1259,1,2017170
-63.1566,-40.7153,1,2017171
-63.1566,-40.7153,1,2017172
-63.0864,-40.5915,0,2017173
-63.0089,-40.4677,1,2017174
-62.9999,-40.917,1,2017175
-62.806,-40.7905,1,2017176
-62.867,-40.5037,1,2017177
-62.87,-40.2333,1,2017178
-62.7212,-40.0261,1,2017179
-62.7219,-39.8828,0,2017180
-62.7232,-39.7682,0,2017181
-62.7239,-39.7213,1,2017182
-62.7239,-39.7213,1,2017183
-62.7616,-39.3553,1,2017184
-62.5628,-38.9502,1,2017185
-62.5646,-38.5967,0,2017186
-62.5696,-38.2301,0,2017187
-62.5768,-37.8622,0,2017188
-62.5857,-37.5049,0,2017189
-62.5953,-37.1699,0,2017190
-62.6049,-36.8693,0,2017191
-62.6138,-36.6148,0,2017192
-62.621,-36.4184,0,2017193
-62.626,-36.2918,0,2017194
-62.6278,-36.247,1,2017195
-62.6278,-36.247,1,2017196
-62.8008,-36.1586,1,2017197
-62.7475,-35.9298,0,2017198
-62.6485,-35.6291,0,2017199
-62.5952,-35.4793,1,2017200
-62.7417,-35.7214,1,2017201
-62.6367,-35.7508,1,2017202
-62.4866,-35.8463,0,2017203
-62.3524,-35.921,1,2017204
-62.2859,-35.6909,1,2017205
-62.4091,-35.7147,1,2017206
-62.409,-35.7147,1,2017207
-62.5141,-36.204,0,2017208
-62.6192,-36.6933,1,2017209
-62.4789,-36.5402,1,2017210
-62.4789,-36.5402,1,2017211
