ascat_1,ascat_2,ascat_3,date,oscat_1,oscat_2,oscat_3
-69.4978,13.5136,1,2012124,-69.4978,13.5136,1
-69.5077,13.2854,1,2012125,-69.5077,13.2854,1
-69.4826,13.5319,1,2012126,-69.4826,13.5319,1
-69.4505,13.4804,1,2012127,-69.4505,13.4804,1
-69.4304,13.5834,1,2012128,-69.4304,13.5834,1
-69.4131,13.5717,1,2012129,-69.4131,13.5717,1
-69.4285,13.5242,1,2012130,-69.4285,13.5242,1
-69.4488,13.392,1,2012131,-69.4488,13.392,1
-69.4531,13.396,1,2012132,-69.4531,13.396,1
-69.4503,13.0146,1,2012133,-69.4503,13.0146,1
-69.4524,13.074,1,2012134,-69.4524,13.074,1
-69.4197,13.1682,1,2012135,-69.4197,13.1682,1
-69.3515,13.3848,1,2012136,-69.3515,13.3848,1
-69.3977,13.2418,1,2012137,-69.3977,13.2418,1
-69.4005,13.0695,1,2012138,-69.4005,13.0695,1
-69.3858,12.9143,1,2012139,-69.3858,12.9143,1
-69.3748,12.9661,1,2012140,-69.3748,12.9661,1
-69.4317,12.6542,1,2012141,-69.4317,12.6542,1
-69.3909,12.5697,1,2012142,-69.3909,12.5697,1
-69.2957,12.6542,1,2012143,-69.2957,12.6542,1
-69.2308,12.6423,1,2012144,-69.2308,12.6423,1
-69.2179,12.4902,1,2012145,-69.2179,12.4902,1
-69.2307,12.499,1,2012146,-69.2307,12.499,1
-69.293,12.1925,1,2012147,-69.293,12.1925,1
-69.3399,11.9616,1,2012148,-69.3399,11.9616,1
-69.3672,11.8046,1,2012149,-69.3672,11.8046,1
-69.43,11.814,1,2012150,-69.43,11.814,1
-69.4727,11.3752,1,2012151,-69.4727,11.3752,1
-69.5697,11.3445,1,2012152,-69.5697,11.3445,1
-69.634,11.0016,1,2012153,-69.634,11.0016,1
-69.6648,11.0487,1,2012154,-69.6648,11.0487,1
-69.6577,10.7823,1,2012155,-69.6577,10.7823,1
-69.6983,10.5425,1,2012156,-69.6983,10.5425,1
-69.7216,10.0289,1,2012157,-69.7216,10.0289,1
-69.73,9.7413,1,2012158,-69.73,9.7413,1
-69.745,9.486,1,2012159,-69.745,9.486,1
-69.764,9.3497,1,2012160,-69.764,9.3497,1
-69.7909,9.0702,1,2012161,-69.7909,9.0702,1
-69.8113,8.9048,1,2012162,-69.8113,8.9048,1
-69.7783,8.5101,1,2012163,-69.7783,8.5101,1
-69.7819,8.4828,1,2012164,-69.7819,8.4828,1
-69.8089,8.3491,1,2012165,-69.8089,8.3491,1
-69.848,8.0152,1,2012166,-69.848,8.0152,1
-69.8176,7.7121,1,2012167,-69.8176,7.7121,1
-69.8367,7.1366,1,2012168,-69.8367,7.1366,1
-69.8765,6.7141,1,2012169,-69.8765,6.7141,1
-70.0235,6.0884,1,2012170,-70.0235,6.0884,1
-70.0068,5.9367,1,2012171,-70.0068,5.9367,1
-69.9797,5.7528,1,2012172,-69.9797,5.7528,1
-69.9948,5.6404,1,2012173,-69.9948,5.6404,1
-69.9441,5.4223,1,2012174,-69.9441,5.4223,1
-69.927,4.8927,1,2012175,-69.927,4.8927,1
-69.9627,4.4931,1,2012176,-69.9627,4.4931,1
-70.002,4.3004,0,2012177,-70.002,4.3004,0
-70.0366,4.1293,1,2012178,-70.0366,4.1293,1
-70.0584,3.8709,1,2012179,-70.0584,3.8709,1
-70.0431,3.3425,1,2012180,-70.0431,3.3425,1
-70.0525,2.8104,0,2012181,-70.0525,2.8104,0
-70.0619,2.3782,1,2012182,-70.0619,2.3782,1
-70.0143,2.1405,1,2012183,-70.0143,2.1405,1
-69.8702,1.2842,1,2012185,-69.8702,1.2842,1
-69.8702,1.2842,1,2012186,-69.8702,1.2842,1
-69.7046,0.8141,1,2012187,-69.7046,0.8141,1
-69.6286,0.4111,1,2012188,-69.6286,0.4111,1
