date,nic_1,nic_2,nic_3,size_1,size_2
1981081,-72.6,-47.7,1,30,12
1981102,-71.8,-49.4,1,30,12
1981116,-71,-51.8,1,30,12
1981117,-70.876,-51.9478,0,0,0
1981118,-70.6979,-52.0982,0,0,0
1981119,-70.4916,-52.2459,0,0,0
1981120,-70.2829,-52.3854,0,0,0
1981121,-70.0975,-52.5112,0,0,0
1981122,-69.9613,-52.6178,0,0,0
1981123,-69.9,-52.7,1,30,12
1981137,-69.8,-53.3,1,30,12
1981158,-68.5,-53.2,1,30,12
1981186,-67.3,-54,1,30,12
1981187,-67.2283,-53.9936,0,0,0
1981188,-67.1401,-53.9758,0,0,0
1981189,-67.0427,-53.9492,0,0,0
1981190,-66.9429,-53.9159,0,0,0
1981191,-66.8479,-53.8784,0,0,0
1981192,-66.7646,-53.839,0,0,0
1981193,-66.7,-53.8,1,30,12
1981207,-66.2,-52.9,1,30,12
1981208,-66.181,-52.9262,0,0,0
1981209,-66.1632,-52.9997,0,0,0
1981210,-66.1468,-53.1125,0,0,0
1981211,-66.132,-53.2569,0,0,0
1981212,-66.1192,-53.4248,0,0,0
1981213,-66.1084,-53.6085,0,0,0
1981214,-66.1,-53.8,1,30,12
