ascat_1,ascat_2,ascat_3,date,oscat_1,oscat_2,oscat_3,qscat_1,qscat_2,qscat_3
0,0,0,2006168,0,0,0,-65.6291,115.5827,1
0,0,0,2006169,0,0,0,-65.6291,115.5827,1
0,0,0,2006170,0,0,0,-65.6291,115.5827,1
0,0,0,2006171,0,0,0,-65.6291,115.5827,1
0,0,0,2006172,0,0,0,-65.6291,115.5827,1
0,0,0,2006173,0,0,0,-65.6291,115.5827,1
0,0,0,2006174,0,0,0,-65.6291,115.5827,1
0,0,0,2006175,0,0,0,-65.6291,115.5827,1
0,0,0,2006176,0,0,0,-65.6291,115.5827,1
0,0,0,2006177,0,0,0,-65.6291,115.5827,0
0,0,0,2006178,0,0,0,-65.6291,115.5827,1
0,0,0,2006179,0,0,0,-65.6291,115.5827,1
0,0,0,2006180,0,0,0,-65.6291,115.5827,1
0,0,0,2006181,0,0,0,-65.6291,115.5827,1
0,0,0,2006182,0,0,0,-65.6291,115.5827,1
0,0,0,2006183,0,0,0,-65.6291,115.5827,1
0,0,0,2006184,0,0,0,-65.6291,115.5827,1
0,0,0,2006185,0,0,0,-65.6291,115.5827,1
0,0,0,2006186,0,0,0,-65.6291,115.5827,1
