date,qscat_1,qscat_2,qscat_3
2005044,-62.3562,-55.747,1
2005045,-62.3562,-55.747,0
2005046,-62.3562,-55.747,0
2005047,-62.3562,-55.747,0
2005048,-62.3562,-55.747,0
2005049,-62.3562,-55.747,1
2005050,-62.3562,-55.747,1
2005051,-62.3562,-55.747,0
2005052,-62.3562,-55.747,1
2005053,-62.3562,-55.747,1
2005054,-62.3562,-55.747,0
2005055,-62.3562,-55.747,1
2005056,-62.3562,-55.747,1
2005057,-62.3562,-55.747,1
2005058,-62.3562,-55.747,1
2005059,-62.3562,-55.747,0
2005060,-62.3562,-55.747,1
2005061,-62.3562,-55.747,0
2005062,-62.3562,-55.747,0
2005063,-62.3562,-55.747,1
2005064,-62.3562,-55.747,0
2005065,-62.3562,-55.747,1
2005066,-62.3562,-55.747,1
2005067,-62.3562,-55.747,0
2005068,-62.3562,-55.747,0
2005069,-62.3562,-55.747,0
2005070,-62.3562,-55.747,1
2005071,-62.3562,-55.747,1
2005072,-62.3562,-55.747,1
2005073,-62.3562,-55.747,1
2005074,-62.3562,-55.747,1
2005075,-62.3562,-55.747,0
2005076,-62.3562,-55.747,0
2005077,-62.3562,-55.747,0
2005078,-62.3562,-55.747,1
2005079,-62.3562,-55.747,0
2005080,-62.3562,-55.747,1
2005081,-62.3562,-55.747,1
2005082,-62.3562,-55.747,0
2005083,-62.3562,-55.747,0
2005084,-62.3562,-55.747,0
2005085,-62.3562,-55.747,0
2005086,-62.3562,-55.747,0
2005087,-62.3562,-55.747,1
2005088,-62.3562,-55.747,1
2005089,-62.3562,-55.747,0
2005090,-62.3562,-55.747,1
2005091,-62.3547,-55.7488,0
2005092,-62.351,-55.7543,0
2005093,-62.3458,-55.7642,0
2005094,-62.3402,-55.7787,0
2005095,-62.335,-55.7983,0
2005096,-62.3313,-55.8236,0
2005097,-62.3298,-55.8548,1
2005098,-62.3568,-55.9874,1
2005099,-62.3568,-55.9874,1
2005100,-62.3386,-55.7729,1
2005101,-62.3541,-55.822,1
2005102,-62.3541,-55.822,0
2005103,-62.3541,-55.822,1
2005104,-62.3554,-55.8238,0
2005105,-62.3589,-55.8304,0
2005106,-62.3641,-55.8432,0
2005107,-62.3706,-55.8636,0
2005108,-62.3778,-55.8934,0
2005109,-62.3853,-55.9338,1
2005110,-62.3954,-56.4736,1
2005111,-62.3954,-56.4736,1
2005112,-62.3954,-56.4736,1
2005113,-62.5387,-56.3485,1
2005114,-62.5366,-56.1338,1
2005115,-62.3373,-55.8233,1
2005116,-62.3382,-55.6938,1
2005117,-62.3573,-56.0713,1
2005118,-62.3758,-55.9973,1
2005119,-62.4825,-56.1104,1
2005120,-62.5788,-56.1946,1
2005121,-62.5798,-56.2892,1
2005122,-62.5672,-56.8062,1
2005123,-62.6803,-57.4403,1
2005124,-62.7978,-57.7907,1
2005125,-62.8687,-58.1691,1
2005126,-62.9798,-58.4701,1
2005127,-62.9798,-58.4701,1
2005128,-62.9798,-58.4701,1
2005129,-62.9961,-58.6623,1
2005130,-62.9598,-58.9606,1
2005131,-63.012,-59.3507,1
2005132,-63.0983,-59.6606,1
2005133,-63.1658,-59.7365,1
2005134,-63.2342,-60.1886,1
2005135,-63.1777,-60.2348,1
2005136,-63.1573,-60.4169,1
2005137,-63.0519,-60.3597,1
2005138,-62.9555,-59.9726,1
2005139,-62.9605,-60.0266,0
2005140,-62.9697,-60.1269,0
2005141,-62.9747,-60.1809,1
2005142,-62.8615,-60.1041,1
2005143,-62.7693,-59.8719,1
2005144,-62.6926,-59.4454,1
2005145,-62.6112,-59.2424,1
2005146,-62.4629,-58.9601,1
2005147,-62.3598,-58.3711,1
2005148,-62.2282,-57.9654,1
2005149,-62.1204,-57.5995,1
2005150,-62.0312,-57.1814,1
2005151,-61.8516,-56.9151,1
2005152,-61.7549,-57.0983,1
2005153,-61.8264,-57.3055,1
2005154,-61.8682,-57.208,1
2005155,-61.8769,-57.0234,0
2005156,-61.88,-56.7829,1
2005157,-61.6798,-56.5152,1
2005158,-61.6164,-56.605,1
2005159,-61.6164,-56.605,1
2005160,-61.6352,-56.9622,1
2005161,-61.7168,-56.7792,1
2005162,-61.6906,-57.2287,1
2005163,-61.6592,-57.3761,1
2005164,-61.6592,-57.3761,1
2005165,-61.6592,-57.3761,1
2005166,-61.4867,-56.767,1
2005167,-61.3557,-56.5826,1
2005168,-61.2352,-56.767,1
2005169,-61.0315,-56.5635,0
2005170,-60.882,-56.3179,1
2005171,-60.8607,-56.2408,0
2005172,-60.8519,-56.181,0
2005173,-60.8423,-56.1422,0
2005174,-60.8186,-56.1284,1
2005175,-60.6253,-56.2083,1
2005176,-60.4796,-55.8472,1
2005177,-60.4252,-55.5742,0
2005178,-60.4032,-55.4362,1
2005179,-60.4032,-55.4362,1
2005180,-60.324,-55.1761,1
