date,nic_1,nic_2,nic_3,size_1,size_2
1986250,-64.7,-55.5,1,45,30
1986251,-64.6571,-55.4915,0,0,0
1986252,-64.6143,-55.4674,0,0,0
1986253,-64.5714,-55.4304,0,0,0
1986254,-64.5286,-55.3827,0,0,0
1986255,-64.4857,-55.3268,0,0,0
1986256,-64.4429,-55.2651,0,0,0
1986257,-64.4,-55.2,1,45,30
1986258,-64.3555,-55.1067,0,0,0
1986259,-64.3089,-54.9695,0,0,0
1986260,-64.2617,-54.8048,0,0,0
1986261,-64.2157,-54.6291,0,0,0
1986262,-64.1723,-54.4588,0,0,0
1986263,-64.1332,-54.3103,0,0,0
1986264,-64.1,-54.2,1,45,30
1986278,-63.8,-53.4,1,45,30
1986292,-63.5,-53,1,45,30
1986293,-63.4616,-53,0,0,0
1986294,-63.4102,-53,0,0,0
1986295,-63.3529,-53,0,0,0
1986296,-63.2963,-53,0,0,0
1986297,-63.2474,-53,0,0,0
1986298,-63.213,-53,0,0,0
1986299,-63.2,-53,1,45,30
1986300,-63.2055,-53,0,0,0
1986301,-63.2198,-53,0,0,0
1986302,-63.2394,-53,0,0,0
1986303,-63.2606,-53,0,0,0
1986304,-63.2802,-53,0,0,0
1986305,-63.2945,-53,0,0,0
1986306,-63.3,-53,1,45,30
1986307,-63.2689,-53.0166,0,0,0
1986308,-63.1869,-53.0595,0,0,0
1986309,-63.0706,-53.1181,0,0,0
1986310,-62.937,-53.1819,0,0,0
1986311,-62.8028,-53.2405,0,0,0
1986312,-62.6849,-53.2834,0,0,0
1986313,-62.6,-53.3,1,45,30
1986327,-62,-53.2,1,45,30
1986348,-61.2,-51.6,1,45,30
1986362,-61.2,-52.8,1,45,30
1986363,-61.2,-52.8541,0,0,0
1986364,-61.2,-52.9092,0,0,0
1986365,-61.2,-52.9624,0,0,0
1987001,-61.2,-53.0323,0,0,0
1987002,-61.2,-53.068,0,0,0
1987003,-61.2,-53.0915,0,0,0
1987004,-61.2,-53.1,1,45,30
1987018,-61,-53,1,45,30
1987019,-61,-52.9561,0,0,0
1987020,-61,-52.8662,0,0,0
1987021,-61,-52.7496,0,0,0
1987022,-61,-52.6255,0,0,0
1987023,-61,-52.513,0,0,0
1987024,-61,-52.4315,0,0,0
1987025,-61,-52.4,1,45,30
1987026,-60.9771,-52.4055,0,0,0
1987027,-60.9168,-52.4198,0,0,0
1987028,-60.8318,-52.4394,0,0,0
1987029,-60.735,-52.4606,0,0,0
1987030,-60.6389,-52.4802,0,0,0
1987031,-60.5563,-52.4945,0,0,0
1987032,-60.5,-52.5,1,45,30
1987053,-60,-52.2,1,45,30
1987054,-59.9365,-52.2,0,0,0
1987055,-59.8391,-52.2,0,0,0
1987056,-59.7235,-52.2,0,0,0
1987057,-59.6059,-52.2,0,0,0
1987058,-59.5022,-52.2,0,0,0
1987059,-59.4282,-52.2,0,0,0
1987060,-59.4,-52.2,1,45,30
1987061,-59.4055,-52.1945,0,0,0
1987062,-59.4198,-52.1802,0,0,0
1987063,-59.4394,-52.1606,0,0,0
1987064,-59.4606,-52.1394,0,0,0
1987065,-59.4802,-52.1198,0,0,0
1987066,-59.4945,-52.1055,0,0,0
1987067,-59.5,-52.1,1,45,30
1987095,-58.2,-52.2,1,45,30
