date,qscat_1,qscat_2,qscat_3
2006092,-75.6801,-51.6528,1
2006093,-75.5419,-51.7103,1
2006094,-75.5419,-51.7103,1
2006095,-75.3779,-52.1888,1
2006096,-75.3779,-52.1888,1
2006097,-75.3779,-52.1888,1
2006098,-75.1844,-52.333,1
2006099,-75.1844,-52.333,1
2006100,-75.0376,-52.242,1
2006101,-75.0376,-52.242,1
2006102,-75.1506,-52.0627,1
2006103,-75.1506,-52.0627,0
2006104,-75.1506,-52.0627,1
2006105,-75.1506,-52.0627,1
2006106,-75.1506,-52.0627,1
2006107,-75.1506,-52.0627,1
2006108,-74.957,-52.4957,1
2006109,-74.957,-52.4957,1
2006110,-74.4683,-52.7806,1
2006111,-74.4683,-52.7806,1
2006112,-74.4437,-52.6881,0
2006113,-74.3981,-52.5163,0
2006114,-74.3735,-52.4238,1
2006115,-74.3735,-52.4238,1
2006116,-74.3735,-52.4238,1
2006117,-74.2402,-52.3885,1
2006118,-74.2402,-52.3885,1
2006119,-74.2402,-52.3885,1
2006120,-74.2016,-52.9234,1
2006121,-74.2016,-52.9234,1
2006122,-74.2016,-52.9234,1
2006123,-74.1144,-53.4238,1
2006124,-74.1144,-53.4238,1
2006125,-73.952,-53.487,1
2006126,-73.952,-53.487,1
2006127,-73.952,-53.487,1
2006128,-73.952,-53.487,1
2006129,-73.952,-53.487,1
2006130,-73.952,-53.487,0
2006131,-73.952,-53.487,1
2006132,-73.9699,-53.228,1
2006133,-73.9699,-53.228,1
2006134,-73.9699,-53.228,1
2006135,-73.8469,-53.0819,1
2006136,-73.8469,-53.0819,1
2006137,-73.8469,-53.0819,1
2006138,-73.8469,-53.0819,0
2006139,-73.8469,-53.0819,1
2006140,-73.8366,-53.06,0
2006141,-73.8108,-52.9993,0
2006142,-73.7773,-52.907,0
2006143,-73.7438,-52.7904,0
2006144,-73.718,-52.6567,0
2006145,-73.7077,-52.5132,1
2006146,-73.7649,-52.2946,1
2006147,-73.7649,-52.2946,1
2006148,-73.7649,-52.2946,1
2006149,-73.8453,-52.3455,1
2006150,-73.8453,-52.3455,1
2006151,-73.8453,-52.3455,1
2006152,-73.8453,-52.3455,1
2006153,-73.8378,-52.6,1
2006154,-73.8378,-52.6,1
2006155,-73.8378,-52.6,1
2006156,-73.8378,-52.6,1
2006157,-73.8378,-52.6,1
2006158,-73.8378,-52.6,1
2006159,-73.7023,-52.6491,0
2006160,-73.5035,-52.725,1
2006161,-73.4073,-52.7636,0
2006162,-73.3002,-52.8187,1
2006163,-73.0665,-53.0844,1
2006164,-72.8372,-53.2016,1
2006165,-72.6496,-53.1584,1
2006166,-72.6496,-53.1584,1
2006167,-72.6787,-52.7601,1
2006168,-72.6787,-52.7601,1
2006169,-72.4411,-52.7648,1
2006170,-72.4411,-52.7648,1
2006171,-72.386,-52.5259,1
2006172,-72.386,-52.5259,1
2006173,-72.3364,-52.3134,1
2006174,-72.3364,-52.3134,1
2006175,-72.2967,-52.1285,1
2006176,-72.2967,-52.1285,1
2006177,-72.2406,-52.0612,0
2006178,-72.1845,-51.994,1
2006179,-72.1845,-51.994,1
2006180,-72.1315,-51.8363,1
2006181,-72.1315,-51.8363,1
2006182,-72.1315,-51.8363,1
2006183,-71.9566,-52.0327,1
2006184,-71.8556,-52.0238,1
2006185,-71.93,-51.966,1
2006186,-71.9929,-51.7677,1
2006187,-71.9351,-51.8057,1
2006188,-71.8846,-51.5841,1
2006189,-71.8846,-51.5841,1
2006190,-71.8462,-51.7553,1
2006191,-71.8847,-51.8912,1
2006192,-71.8911,-52.3555,1
2006193,-71.6911,-52.7178,1
2006194,-71.5626,-52.954,1
2006195,-71.3584,-52.9313,1
2006196,-71.2336,-52.9348,0
2006197,-71.1271,-52.9423,0
2006198,-71.0529,-52.9499,0
2006199,-71.025,-52.9534,1
2006200,-71.025,-52.9534,1
2006201,-70.9346,-53.1699,1
2006202,-70.9346,-53.1699,1
2006203,-71.0039,-52.9397,1
2006204,-71.0039,-52.9397,0
2006205,-71.0039,-52.9397,0
2006206,-71.0039,-52.9397,0
2006207,-71.0039,-52.9397,0
2006208,-71.0039,-52.9397,0
2006209,-71.0039,-52.9397,0
2006210,-71.0039,-52.9397,0
2006211,-71.0039,-52.9397,1
2006212,-70.2211,-53.2579,1
2006213,-70.2211,-53.2579,1
2006214,-69.9853,-53.32,1
2006215,-69.897,-53.1437,1
2006216,-69.897,-53.1437,1
2006217,-69.897,-53.1437,1
2006218,-69.6843,-53.3096,1
2006219,-69.5759,-53.3216,1
2006220,-69.4751,-53.3235,1
2006221,-69.3281,-53.2289,1
2006222,-69.2134,-53.179,1
2006223,-69.2134,-53.179,1
2006224,-69.0618,-53.1546,1
2006225,-69.0017,-53.061,1
2006226,-68.9062,-53.0533,1
2006227,-68.8214,-53.0233,1
2006228,-68.7307,-53.1317,1
2006229,-68.5809,-53.1214,1
2006230,-68.324,-53.0606,1
2006231,-68.2161,-52.9845,1
2006232,-68.1015,-53.0111,1
2006233,-68.0082,-52.8781,1
2006234,-68.0082,-52.8781,1
2006235,-67.8407,-52.9453,1
2006236,-67.7513,-52.9215,1
2006237,-67.6703,-52.8266,1
2006238,-67.6703,-52.8266,1
2006239,-67.6606,-53.1242,1
2006240,-67.5829,-53.1193,1
2006241,-67.5829,-53.1193,1
2006242,-67.4862,-53.1202,1
2006243,-67.4862,-53.1202,1
2006244,-67.5545,-53.1487,1
2006245,-67.5203,-53.1668,1
2006246,-67.5203,-53.1668,1
2006247,-67.4667,-52.9159,1
2006248,-67.1896,-52.8962,1
2006249,-67.1896,-52.8962,1
2006250,-67.1951,-52.6034,1
2006251,-67.1951,-52.6034,1
2006252,-66.9757,-52.0757,1
2006253,-66.911,-52.185,1
2006254,-66.793,-52.1261,1
2006255,-66.793,-52.1261,1
2006256,-66.793,-52.1261,1
2006257,-66.9102,-52.1605,1
2006258,-66.8123,-52.2576,1
2006259,-66.6511,-52.2203,1
2006260,-66.4531,-52.2867,1
2006261,-66.1997,-52.4067,1
2006262,-66.1997,-52.4067,1
2006263,-66.0264,-52.3681,1
2006264,-65.8906,-52.4828,1
2006265,-65.7343,-52.3215,1
2006266,-65.5285,-52.2806,1
2006267,-65.4479,-52.2868,1
2006268,-65.4283,-52.039,1
2006269,-65.4283,-52.039,1
2006270,-65.4283,-52.039,1
2006271,-65.4283,-52.039,1
2006272,-65.2246,-51.9575,1
2006273,-65.1036,-51.9807,1
2006274,-65.1036,-51.9807,1
2006275,-65.1036,-51.9807,1
2006276,-65.0486,-51.8512,1
2006277,-65.0486,-51.8512,1
2006278,-65.0425,-51.6261,1
2006279,-65.0172,-51.3274,1
2006280,-65.0506,-51.2273,1
2006281,-65.0964,-51.3312,1
2006282,-65.0447,-51.4168,1
2006283,-65.0219,-51.4941,1
2006284,-65.0149,-51.3484,1
2006285,-65.0149,-51.3484,1
2006286,-64.9832,-50.9486,1
2006287,-64.9688,-50.6523,1
2006288,-64.8844,-50.4255,1
2006289,-64.8271,-50.5233,0
2006290,-64.7816,-50.705,0
2006291,-64.7631,-50.8028,1
2006292,-64.7631,-50.8028,1
2006293,-64.7021,-50.8196,1
2006294,-64.6906,-50.8394,0
2006295,-64.6808,-50.8603,0
2006296,-64.6726,-50.8824,0
2006297,-64.6659,-50.9057,0
2006298,-64.6606,-50.9305,0
2006299,-64.6565,-50.9568,0
2006300,-64.6536,-50.9847,0
2006301,-64.6516,-51.0142,0
2006302,-64.6505,-51.0456,0
2006303,-64.6502,-51.0788,1
