date,ers_1,ers_2,ers_3,nic_1,nic_2,nic_3,size_1,size_2
1998118,-71.61,-59.57,1,0,0,0,0,0
1998119,-71.61,-59.57,1,0,0,0,0,0
1998120,-71.61,-59.57,1,0,0,0,0,0
1998121,-71.61,-59.57,1,0,0,0,0,0
1998122,-71.61,-59.57,1,0,0,0,0,0
1998123,-71.61,-59.57,1,-71.5,-59.8,1,14,7
1998124,-71.61,-59.57,1,0,0,0,0,0
1998125,-71.61,-59.57,1,0,0,0,0,0
1998126,-71.61,-59.57,1,0,0,0,0,0
1998127,-71.5645,-59.5387,1,0,0,0,0,0
1998128,-71.4736,-59.4762,1,0,0,0,0,0
1998129,-71.3827,-59.4136,1,0,0,0,0,0
1998130,-71.3372,-59.3823,1,0,0,0,0,0
1998131,-71.3372,-59.3823,1,0,0,0,0,0
1998132,-71.3372,-59.3823,1,0,0,0,0,0
1998133,-71.3193,-59.4098,1,0,0,0,0,0
1998134,-71.2836,-59.4647,1,0,0,0,0,0
1998135,-71.2479,-59.5196,1,0,0,0,0,0
1998136,-71.195,-59.5564,1,0,0,0,0,0
1998137,-71.125,-59.5751,1,0,0,0,0,0
1998138,-71.055,-59.5938,1,0,0,0,0,0
1998139,-71.02,-59.6031,1,0,0,0,0,0
1998140,-71.02,-59.6031,1,0,0,0,0,0
1998141,-71.02,-59.6031,1,0,0,0,0,0
1998142,-71.02,-59.6031,1,0,0,0,0,0
1998143,-71.02,-59.6031,1,0,0,0,0,0
1998144,-71.02,-59.6031,1,-70.9,-60.2,1,14,7
1998145,-70.9962,-59.6404,1,0,0,0,0,0
1998146,-70.9487,-59.7149,1,0,0,0,0,0
1998147,-70.9011,-59.7894,1,0,0,0,0,0
1998148,-70.8773,-59.8267,1,0,0,0,0,0
1998149,-70.8773,-59.8267,1,0,0,0,0,0
1998150,-70.8773,-59.8267,1,0,0,0,0,0
1998151,-70.8773,-59.8267,1,0,0,0,0,0
1998152,-70.8773,-59.8267,1,0,0,0,0,0
1998153,-70.8773,-59.8267,1,0,0,0,0,0
1998154,-70.8773,-59.8267,1,0,0,0,0,0
1998155,-70.8773,-59.8267,1,0,0,0,0,0
1998156,-70.8773,-59.8267,1,0,0,0,0,0
1998157,-70.863,-59.852,1,0,0,0,0,0
1998158,-70.8342,-59.9026,1,0,0,0,0,0
1998159,-70.8056,-59.9532,1,0,0,0,0,0
1998160,-70.7912,-59.9785,1,0,0,0,0,0
1998161,-70.7912,-59.9785,1,0,0,0,0,0
1998162,-70.7912,-59.9785,1,0,0,0,0,0
1998163,-70.7912,-59.9785,1,0,0,0,0,0
1998164,-70.7912,-59.9785,1,0,0,0,0,0
1998165,-70.7912,-59.9785,1,0,0,0,0,0
1998166,-70.7912,-59.9785,1,0,0,0,0,0
1998167,-70.7912,-59.9785,1,0,0,0,0,0
1998168,-70.7912,-59.9785,1,0,0,0,0,0
1998169,-70.7912,-59.9785,1,0,0,0,0,0
1998170,-70.7912,-59.9785,1,0,0,0,0,0
1998171,-70.7912,-59.9785,1,0,0,0,0,0
1998172,-70.7912,-59.9785,1,-70.9,-59.8,1,14,7
1998173,-70.7912,-59.9785,1,0,0,0,0,0
1998174,-70.7912,-59.9785,1,0,0,0,0,0
1998175,-70.7912,-59.9785,1,0,0,0,0,0
1998176,-70.7912,-59.9785,1,0,0,0,0,0
1998177,-70.7912,-59.9785,1,0,0,0,0,0
1998178,-70.7912,-59.9785,1,0,0,0,0,0
1998179,-70.7912,-59.9785,1,0,0,0,0,0
1998180,-70.7912,-59.9785,1,0,0,0,0,0
1998181,-70.7912,-59.9785,1,0,0,0,0,0
1998182,-70.7912,-59.9785,1,0,0,0,0,0
1998183,-70.7912,-59.9785,1,0,0,0,0,0
1998184,-70.7912,-59.9785,1,0,0,0,0,0
1998185,-70.7912,-59.9785,1,0,0,0,0,0
1998186,-70.7912,-59.9785,1,0,0,0,0,0
1998187,-70.7503,-59.9971,1,0,0,0,0,0
1998188,-70.6686,-60.0341,1,0,0,0,0,0
1998189,-70.5868,-60.0712,1,0,0,0,0,0
1998190,-70.5459,-60.0898,1,0,0,0,0,0
1998191,-70.5459,-60.0898,1,0,0,0,0,0
1998192,-70.5459,-60.0898,1,0,0,0,0,0
1998193,-70.5459,-60.0898,1,0,0,0,0,0
1998194,-70.5459,-60.0898,1,0,0,0,0,0
1998195,-70.5459,-60.0898,1,0,0,0,0,0
1998196,-70.5115,-60.1202,1,0,0,0,0,0
1998197,-70.4427,-60.1809,1,0,0,0,0,0
1998198,-70.3739,-60.2416,1,0,0,0,0,0
1998199,-70.3395,-60.272,1,0,0,0,0,0
1998200,-70.3395,-60.272,1,0,0,0,0,0
1998201,-70.3395,-60.272,1,0,0,0,0,0
1998202,-70.3395,-60.272,1,0,0,0,0,0
1998203,-70.3395,-60.272,1,0,0,0,0,0
1998204,-70.3395,-60.272,1,0,0,0,0,0
1998205,-70.3395,-60.272,1,0,0,0,0,0
1998206,-70.3395,-60.272,1,0,0,0,0,0
1998207,-70.3395,-60.272,1,0,0,0,0,0
1998208,-70.3395,-60.272,1,0,0,0,0,0
1998209,-70.3395,-60.272,1,0,0,0,0,0
1998210,-70.3395,-60.272,1,0,0,0,0,0
1998211,-70.3395,-60.272,1,0,0,0,0,0
1998212,-70.3395,-60.272,1,0,0,0,0,0
1998213,-70.3395,-60.272,1,0,0,0,0,0
1998214,-70.3395,-60.272,1,-70.1,-60.4,1,11,5
1998215,-70.3395,-60.272,1,0,0,0,0,0
1998216,-70.3395,-60.272,1,0,0,0,0,0
1998217,-70.3148,-60.2623,1,0,0,0,0,0
1998218,-70.2655,-60.243,1,0,0,0,0,0
1998219,-70.2161,-60.2238,1,0,0,0,0,0
1998220,-70.1914,-60.2141,1,0,0,0,0,0
1998221,-70.1914,-60.2141,1,0,0,0,0,0
1998222,-70.1914,-60.2141,1,0,0,0,0,0
1998223,-70.1586,-60.2133,1,0,0,0,0,0
1998224,-70.0928,-60.2118,1,0,0,0,0,0
1998225,-70.0272,-60.2102,1,0,0,0,0,0
1998226,-69.9943,-60.2094,1,0,0,0,0,0
1998227,-69.9943,-60.2094,1,0,0,0,0,0
1998228,-69.9943,-60.2094,1,0,0,0,0,0
1998229,-69.9671,-60.2269,1,0,0,0,0,0
1998230,-69.9127,-60.2618,1,0,0,0,0,0
1998231,-69.8584,-60.2967,1,0,0,0,0,0
1998232,-69.8312,-60.3142,1,0,0,0,0,0
1998233,-69.8312,-60.3142,1,0,0,0,0,0
1998234,-69.8312,-60.3142,1,0,0,0,0,0
1998235,-69.8312,-60.3142,1,0,0,0,0,0
1998236,-69.8312,-60.3142,1,0,0,0,0,0
1998237,-69.8312,-60.3142,1,0,0,0,0,0
1998238,-69.8312,-60.3142,1,0,0,0,0,0
1998239,-69.8312,-60.3142,1,0,0,0,0,0
1998240,-69.8312,-60.3142,1,0,0,0,0,0
1998241,-69.8312,-60.3142,1,0,0,0,0,0
1998242,-69.8312,-60.3142,1,0,0,0,0,0
1998243,-69.8312,-60.3142,1,0,0,0,0,0
1998244,-69.8312,-60.3142,1,0,0,0,0,0
1998245,-69.8312,-60.3142,1,0,0,0,0,0
1998246,-69.8312,-60.3142,1,0,0,0,0,0
1998247,-69.8312,-60.3142,1,0,0,0,0,0
1998248,-69.8312,-60.3142,1,0,0,0,0,0
1998249,-69.8312,-60.3142,1,0,0,0,0,0
1998250,-69.8312,-60.3142,1,0,0,0,0,0
1998251,-69.8312,-60.3142,1,0,0,0,0,0
1998252,-69.8312,-60.3142,1,0,0,0,0,0
1998253,-69.8081,-60.3521,1,0,0,0,0,0
1998254,-69.7618,-60.4278,1,0,0,0,0,0
1998255,-69.7156,-60.5036,1,0,0,0,0,0
1998256,-69.6141,-60.5039,1,0,0,0,0,0
1998257,-69.4574,-60.4288,1,0,0,0,0,0
1998258,-69.3007,-60.3537,1,0,0,0,0,0
1998259,-69.1569,-60.2022,1,0,0,0,0,0
1998260,-69.026,-59.9746,1,0,0,0,0,0
1998261,-68.8952,-59.7468,1,0,0,0,0,0
1998262,-68.8298,-59.633,1,0,0,0,0,0
1998263,-68.8298,-59.633,1,0,0,0,0,0
1998264,-68.8298,-59.633,1,0,0,0,0,0
1998265,-68.8089,-59.615,1,0,0,0,0,0
1998266,-68.7672,-59.5791,1,0,0,0,0,0
1998267,-68.7254,-59.5433,1,0,0,0,0,0
1998268,-68.7045,-59.5253,1,0,0,0,0,0
1998269,-68.7045,-59.5253,1,0,0,0,0,0
1998270,-68.7045,-59.5253,1,0,0,0,0,0
1998271,-68.6905,-59.559,1,0,0,0,0,0
1998272,-68.6626,-59.6264,1,0,0,0,0,0
1998273,-68.6347,-59.6938,1,0,0,0,0,0
1998274,-68.6207,-59.7275,1,0,0,0,0,0
1998275,-68.6207,-59.7275,1,0,0,0,0,0
1998276,-68.6207,-59.7275,1,0,0,0,0,0
1998277,-68.5997,-59.7553,1,0,0,0,0,0
1998278,-68.5578,-59.8108,1,0,0,0,0,0
1998279,-68.5159,-59.8663,1,0,0,0,0,0
1998280,-68.4949,-59.8941,1,0,0,0,0,0
1998281,-68.4949,-59.8941,1,0,0,0,0,0
1998282,-68.4949,-59.8941,1,0,0,0,0,0
