date,qscat_1,qscat_2,qscat_3,seawinds_1,seawinds_2,seawinds_3
2003274,0,0,0,-62.848,-53.457,1
2003275,-62.9,-53.3667,1,-62.9,-53.3667,1
2003276,-62.6738,-53.5786,1,-62.6738,-53.5786,1
2003277,-62.5538,-53.9289,1,-62.5538,-53.9289,1
2003278,-62.4892,-53.9116,1,-62.4892,-53.9116,1
2003279,-62.4829,-53.8373,1,-62.4829,-53.8373,1
2003280,-62.4829,-53.8373,1,-62.4829,-53.8373,1
2003281,-62.4688,-53.9127,1,-62.4688,-53.9127,1
2003282,-62.4688,-53.9127,1,-62.4688,-53.9127,1
2003283,-62.3905,-53.9308,1,-62.3905,-53.9308,1
2003284,-62.3514,-53.9475,1,-62.3514,-53.9475,1
2003285,-62.2973,-53.8761,1,-62.2973,-53.8761,1
2003286,-62.2973,-53.8761,1,-62.2973,-53.8761,1
2003287,-62.2165,-53.7896,1,-62.2165,-53.7896,1
2003288,-62.1854,-53.8922,1,-62.1854,-53.8922,1
2003289,-62.1854,-53.8922,1,-62.1854,-53.8922,1
2003290,-62.0279,-53.8017,1,-62.0279,-53.8017,1
2003291,-61.954,-53.3589,1,-61.954,-53.3589,1
2003292,-61.9634,-52.8946,1,-61.9634,-52.8946,1
2003293,-61.9634,-52.8946,1,-61.9634,-52.8946,0
2003294,-61.9634,-52.8946,1,-61.9634,-52.8946,1
2003295,-61.8177,-52.7818,1,-61.8177,-52.7818,1
2003296,-61.617,-52.6991,1,-61.617,-52.6991,1
2003297,-61.6446,-52.5354,1,-61.6446,-52.5354,1
2003298,-61.6337,-52.205,1,0,0,0
2003299,-61.565,-51.9889,1,0,0,0
2003300,-61.5356,-51.9102,1,0,0,0
2003301,-61.4556,-52.0934,1,0,0,0
2003302,-61.3688,-52.3043,1,0,0,0
2003303,-61.2127,-52.6424,1,0,0,0
2003304,-61.1086,-52.7363,1,0,0,0
2003305,-60.9597,-52.9257,1,0,0,0
2003306,-60.8719,-51.9501,1,0,0,0
2003307,-60.8846,-52.1596,1,0,0,0
2003308,-60.8846,-52.1596,1,0,0,0
2003309,-60.8055,-52.1199,1,0,0,0
2003310,-60.6955,-51.9754,1,0,0,0
2003311,-60.6955,-51.9754,1,0,0,0
2003312,-60.5167,-51.5923,1,0,0,0
2003313,-60.3842,-51.2712,1,0,0,0
2003314,-60.2277,-50.9965,1,0,0,0
2003315,-60.2277,-50.9965,1,0,0,0
2003316,-60.2458,-50.7008,1,0,0,0
2003317,-60.2462,-50.2599,1,0,0,0
2003318,-60.1502,-49.949,1,0,0,0
2003319,-60.0812,-50.0493,1,0,0,0
2003320,-60.0549,-50.2636,1,0,0,0
2003321,-60.0549,-50.2636,1,0,0,0
2003322,-60.0549,-50.2636,1,0,0,0
2003323,-60.0243,-50.0677,1,0,0,0
2003324,-59.9785,-50.1776,1,0,0,0
2003325,-59.9724,-50.4256,1,0,0,0
2003326,-59.9409,-50.5448,1,0,0,0
2003327,-59.9231,-50.5606,1,0,0,0
2003328,-59.9231,-50.5606,1,0,0,0
2003329,-59.9231,-50.5606,1,0,0,0
2003330,-59.9231,-50.5606,1,0,0,0
2003331,-59.7291,-50.5233,1,0,0,0
2003332,-59.7291,-50.5233,1,0,0,0
2003333,-59.4949,-50.327,1,0,0,0
2003334,-59.3662,-50.1098,1,0,0,0
2003335,-59.2879,-49.8535,1,0,0,0
2003336,-59.2647,-49.6108,1,0,0,0
2003337,-59.3703,-49.4181,1,0,0,0
2003338,-59.6933,-49.3233,1,0,0,0
2003339,-59.703,-49.4547,1,0,0,0
2003340,-59.8087,-49.5959,1,0,0,0
2003341,-59.7669,-49.7585,1,0,0,0
2003342,-59.5457,-49.964,1,0,0,0
2003343,-59.5457,-49.964,1,0,0,0
2003344,-59.4588,-49.7924,1,0,0,0
2003345,-59.6492,-49.1549,1,0,0,0
2003346,-59.8115,-49.2276,1,0,0,0
2003347,-59.8298,-49.6048,1,0,0,0
2003348,-59.6798,-49.7848,1,0,0,0
2003349,-59.536,-49.601,1,0,0,0
2003350,-59.5193,-49.4074,1,0,0,0
2003351,-59.6151,-49.2341,1,0,0,0
2003352,-59.7388,-49.2211,0,0,0,0
2003353,-59.8138,-49.2171,1,0,0,0
2003354,-59.6884,-49.2772,1,0,0,0
2003355,-59.5659,-49.2788,1,0,0,0
2003356,-59.6102,-49.079,1,0,0,0
2003357,-59.6203,-48.8353,1,0,0,0
2003358,-59.4327,-48.7117,1,0,0,0
2003359,-59.4742,-48.5296,1,0,0,0
