date,nic_1,nic_2,nic_3,size_1,size_2
2005051,-75.22,165.17,1,6,3
2005100,-74.67,165.97,1,6,3
2005135,-74.32,167.37,1,6,3
2005149,-73.98,168.82,1,6,3
2005150,-73.9738,168.8189,0,0,0
2005151,-73.9686,168.816,0,0,0
2005152,-73.9641,168.8121,0,0,0
2005153,-73.9602,168.8079,0,0,0
2005154,-73.9567,168.804,0,0,0
2005155,-73.9534,168.8011,0,0,0
2005156,-73.95,168.8,1,6,3
2005157,-73.9464,168.8101,0,0,0
2005158,-73.9425,168.8374,0,0,0
2005159,-73.9388,168.8776,0,0,0
2005160,-73.9354,168.9263,0,0,0
2005161,-73.9326,168.9791,0,0,0
2005162,-73.9307,169.0318,0,0,0
2005163,-73.93,169.08,1,6,3
2005164,-73.93,169.1273,0,0,0
2005165,-73.93,169.179,0,0,0
2005166,-73.93,169.233,0,0,0
2005167,-73.93,169.2872,0,0,0
2005168,-73.93,169.3395,0,0,0
2005169,-73.93,169.3878,0,0,0
2005170,-73.93,169.43,1,6,3
2005198,-72.92,170.23,1,6,3
2005212,-72.42,170.78,1,6,3
2005213,-72.3716,170.8541,0,0,0
2005214,-72.3185,170.9551,0,0,0
2005215,-72.2613,171.0691,0,0,0
2005216,-72.2007,171.182,0,0,0
2005217,-72.1374,171.2799,0,0,0
2005218,-72.0719,171.3489,0,0,0
2005219,-72.005,171.375,1,6,3
2005240,-70.25,167.82,1,6,3
2005261,-70.12,167.52,1,6,3
2005289,-70.13,166.72,1,6,3
2005290,-70.13,166.7203,0,0,0
2005291,-70.13,166.7215,0,0,0
2005292,-70.13,166.7238,0,0,0
2005293,-70.13,166.7276,0,0,0
2005294,-70.13,166.733,0,0,0
2005295,-70.13,166.7404,0,0,0
2005296,-70.13,166.75,1,6,3
