date,qscat_1,qscat_2,qscat_3,seawinds_1,seawinds_2,seawinds_3
2002293,-72.77,-21.5,1,0,0,0
2002294,-72.9666,-22.0257,1,0,0,0
2002295,-72.9666,-22.0257,1,0,0,0
2002296,-73.0832,-22.2707,1,0,0,0
2002297,-73.1795,-22.6244,1,0,0,0
2002298,-73.2388,-22.8512,1,0,0,0
2002299,-73.2388,-22.8512,1,0,0,0
2002300,-73.2372,-22.9716,1,0,0,0
2002301,-73.2372,-22.9716,1,0,0,0
2002302,-73.2372,-22.9716,1,0,0,0
2002303,-73.2372,-22.9716,1,0,0,0
2002304,-73.2372,-22.9716,1,0,0,0
2002305,-73.2372,-22.9716,1,0,0,0
2002306,-73.3163,-23.0681,1,0,0,0
2002307,-73.3163,-23.0681,1,0,0,0
2002308,-73.3593,-23.2288,1,0,0,0
2002309,-73.3593,-23.2288,1,0,0,0
2002310,-73.3593,-23.2288,1,0,0,0
2002311,-73.3593,-23.2288,1,0,0,0
2002312,-73.3593,-23.2288,1,0,0,0
2002313,-73.3593,-23.2288,1,0,0,0
2002314,-73.3593,-23.2288,1,0,0,0
2002315,-73.3593,-23.2288,1,0,0,0
2002316,-73.4998,-24.0933,1,0,0,0
2002317,-73.4998,-24.0933,1,0,0,0
2002318,-73.5181,-24.3917,1,0,0,0
2002319,-73.5181,-24.3917,1,0,0,0
2002320,-73.4501,-24.7407,1,0,0,0
2002321,-73.4501,-24.7407,1,0,0,0
2002322,-73.4501,-24.7407,1,0,0,0
2002323,-73.3971,-25.0539,0,0,0,0
2002324,-73.3441,-25.3671,1,0,0,0
2002325,-73.3441,-25.3671,1,0,0,0
2002326,-73.3441,-25.3671,1,0,0,0
2002327,-73.3441,-25.3671,1,0,0,0
2002328,-73.3441,-25.3671,1,0,0,0
2002329,-73.3441,-25.3671,1,0,0,0
2002330,-73.3441,-25.3671,1,0,0,0
2002331,-73.3441,-25.3671,1,0,0,0
2002332,-73.3441,-25.3671,1,0,0,0
2002333,-73.3441,-25.3671,1,0,0,0
2002334,-73.3441,-25.3671,1,0,0,0
2002335,-73.366,-26.0256,1,0,0,0
2002336,-73.366,-26.0256,1,0,0,0
2002337,-73.3404,-26.3415,1,0,0,0
2002338,-73.3404,-26.3415,1,0,0,0
2002339,-73.2137,-26.5529,1,0,0,0
2002340,-73.2137,-26.5529,1,0,0,0
2002341,-73.2137,-26.5529,1,0,0,0
2002342,-73.0232,-26.7179,1,0,0,0
2002343,-73.0232,-26.7179,1,0,0,0
2002344,-73.0232,-26.7179,1,0,0,0
2002345,-72.8696,-26.5965,1,0,0,0
2002346,-72.7835,-26.5741,1,0,0,0
2002347,-72.7835,-26.5741,1,0,0,0
2002348,-72.7344,-26.6426,1,0,0,0
2002349,-72.7344,-26.6426,1,0,0,0
2002350,-72.908,-26.6006,1,0,0,0
2002351,-73.0006,-26.7525,1,0,0,0
2002352,-73.0606,-26.9733,1,0,0,0
2002353,-73.0606,-26.9733,1,0,0,0
2002354,-73.1413,-27.153,1,0,0,0
2002355,-73.1413,-27.153,1,0,0,0
2002356,-73.049,-27.4594,1,0,0,0
2002357,-73.049,-27.4594,1,0,0,0
2002358,-73.049,-27.4594,1,0,0,0
2002359,-73.049,-27.4594,1,0,0,0
2002360,-73.0318,-28.2787,1,0,0,0
2002361,-73.0599,-28.6602,1,0,0,0
2002362,-73.0599,-28.6602,1,0,0,0
2002363,-73.0599,-28.6602,1,0,0,0
2002364,-72.9172,-28.8247,1,0,0,0
2002365,-72.9172,-28.8247,1,0,0,0
2003001,-72.7295,-28.7944,1,0,0,0
2003002,-72.7295,-28.7944,1,0,0,0
2003003,-72.6643,-28.8656,1,0,0,0
2003004,-72.6643,-28.8656,1,0,0,0
2003005,-72.6643,-28.8656,1,0,0,0
2003006,-72.6024,-28.876,1,0,0,0
2003007,-72.5456,-28.8377,1,0,0,0
2003008,-72.5352,-28.6933,1,0,0,0
2003009,-73.0112,-26.3723,1,0,0,0
2003010,-72.9613,-26.4174,1,0,0,0
