ascat_1,ascat_2,ascat_3,date,oscat_1,oscat_2,oscat_3
-66.777,-38.4147,1,2011242,-66.777,-38.4147,1
-66.813,-38.0653,1,2011243,-66.813,-38.0653,1
-66.8051,-38.1073,0,2011244,-66.8051,-38.1073,0
-66.7847,-38.2155,0,2011245,-66.7847,-38.2155,0
-66.7567,-38.3634,0,2011246,-66.7567,-38.3634,0
-66.7259,-38.5246,0,2011247,-66.7259,-38.5246,0
-66.6971,-38.6725,0,2011248,-66.6971,-38.6725,0
-66.6752,-38.7807,0,2011249,-66.6752,-38.7807,0
-66.6651,-38.8227,1,2011250,-66.6651,-38.8227,1
-66.6634,-38.7218,1,2011251,-66.6634,-38.7218,1
-66.5071,-38.8844,1,2011252,-66.5071,-38.8844,1
-66.5071,-38.8844,1,2011253,-66.5071,-38.8844,1
-66.4919,-38.7572,1,2011254,-66.4919,-38.7572,1
-66.5324,-38.6483,1,2011255,-66.5324,-38.6483,1
-66.587,-38.1556,1,2011256,-66.587,-38.1556,1
-66.6512,-38.094,1,2011257,-66.6512,-38.094,1
-66.652,-38.0011,1,2011258,-66.652,-38.0011,1
-66.7846,-38.1049,1,2011259,-66.7846,-38.1049,1
-66.8085,-38.1529,1,2011260,-66.8085,-38.1529,1
-66.8249,-38.1537,1,2011261,-66.8249,-38.1537,1
-66.7679,-37.9767,1,2011262,-66.7679,-37.9767,1
-66.7883,-38.2724,1,2011263,-66.7883,-38.2724,1
-66.7757,-38.5986,1,2011264,-66.7757,-38.5986,1
-66.7598,-38.4696,1,2011265,-66.7598,-38.4696,1
-66.7732,-37.7956,1,2011266,-66.7732,-37.7956,1
-66.8086,-37.6448,1,2011267,-66.8086,-37.6448,1
-66.8777,-36.9259,1,2011268,-66.8777,-36.9259,1
-66.8995,-36.8436,1,2011269,-66.8995,-36.8436,1
-66.9086,-36.3901,1,2011270,-66.9086,-36.3901,1
-66.8738,-36.3887,1,2011271,-66.8738,-36.3887,1
-66.8258,-36.2054,1,2011272,-66.8258,-36.2054,1
-66.727,-36.2087,1,2011273,-66.727,-36.2087,1
-66.6826,-36.25,1,2011274,-66.6826,-36.25,1
-66.5234,-36.6342,1,2011275,-66.5234,-36.6342,1
-66.2777,-36.8516,1,2011276,-66.2777,-36.8516,1
-66.0835,-37.1301,1,2011277,-66.0835,-37.1301,1
-65.9325,-37.334,1,2011278,-65.9325,-37.334,1
-65.8221,-37.5814,1,2011279,-65.8221,-37.5814,1
-65.6525,-37.4451,1,2011280,-65.6525,-37.4451,1
-65.691,-37.456,1,2011281,-65.691,-37.456,1
-65.6404,-37.0028,1,2011282,-65.6404,-37.0028,1
-65.556,-37.0289,1,2011283,-65.556,-37.0289,1
-65.4543,-36.8885,0,2011284,-65.4543,-36.8885,0
-65.3525,-36.6031,1,2011285,-65.3525,-36.6031,1
-65.2681,-36.1943,1,2011286,-65.2681,-36.1943,1
-65.1907,-36.3467,1,2011287,-65.1907,-36.3467,1
-65.2197,-36.4566,1,2011288,-65.2197,-36.4566,1
-65.1806,-36.4161,1,2011289,-65.1806,-36.4161,1
-65.2439,-35.9455,1,2011290,-65.2439,-35.9455,1
-65.2365,-36.0501,1,2011291,-65.2365,-36.0501,1
-65.226,-35.9158,1,2011292,-65.226,-35.9158,1
-65.2584,-35.8271,1,2011293,-65.2584,-35.8271,1
-65.3002,-35.2922,1,2011294,-65.3002,-35.2922,1
-65.1396,-34.9954,1,2011295,-65.1396,-34.9954,1
-65.0465,-34.6431,1,2011296,-65.0465,-34.6431,1
-65.0303,-34.363,1,2011297,-65.0303,-34.363,1
-64.9992,-34.398,1,2011298,-64.9992,-34.398,1
-64.9253,-34.2786,1,2011299,-64.9253,-34.2786,1
-64.8766,-34.2285,1,2011300,-64.8766,-34.2285,1
-64.8442,-34.2045,1,2011301,-64.8442,-34.2045,1
-64.8458,-34.2629,1,2011302,-64.8458,-34.2629,1
-64.8531,-34.2744,1,2011303,-64.8531,-34.2744,1
-64.8066,-34.4792,1,2011304,-64.8066,-34.4792,1
-64.7229,-34.5114,1,2011305,-64.7229,-34.5114,1
-64.5388,-34.3555,1,2011306,-64.5388,-34.3555,1
-64.4166,-34.1897,1,2011307,-64.4166,-34.1897,1
-64.3592,-34.0997,1,2011308,-64.3592,-34.0997,1
-64.4559,-33.9222,1,2011309,-64.4559,-33.9222,1
-64.4123,-33.8006,1,2011310,-64.4123,-33.8006,1
-64.3671,-33.7037,1,2011311,-64.3671,-33.7037,1
-64.3652,-33.4291,1,2011312,-64.3652,-33.4291,1
-64.4012,-33.349,1,2011313,-64.4012,-33.349,1
-64.3391,-33.2009,1,2011314,-64.3391,-33.2009,1
-64.3188,-33.0895,1,2011315,-64.3188,-33.0895,1
-64.4076,-32.7921,1,2011316,-64.4076,-32.7921,1
-64.3646,-32.6689,0,2011317,-64.3646,-32.6689,0
-64.2935,-32.5694,1,2011318,-64.2935,-32.5694,1
-64.2382,-32.435,1,2011319,-64.2382,-32.435,1
-64.1427,-32.4823,1,2011320,-64.1427,-32.4823,1
-64.1674,-32.4115,1,2011321,-64.1674,-32.4115,1
-64.2435,-32.5757,1,2011322,-64.2435,-32.5757,1
