ascat_1,ascat_2,ascat_3,date,oscat_1,oscat_2,oscat_3
-65.4662,126.9258,1,2011241,-65.4662,126.9258,1
-65.4359,126.9833,1,2011242,-65.4359,126.9833,1
-65.4359,126.9949,0,2011243,-65.4359,126.9949,0
-65.4359,127.0042,0,2011244,-65.4359,127.0042,0
-65.4359,127.0113,0,2011245,-65.4359,127.0113,0
-65.4359,127.0165,0,2011246,-65.4359,127.0165,0
-65.4359,127.02,0,2011247,-65.4359,127.02,0
-65.4359,127.0219,0,2011248,-65.4359,127.0219,0
-65.4359,127.0225,1,2011249,-65.4359,127.0225,1
-65.4359,127.0225,1,2011250,-65.4359,127.0225,1
-65.4385,127.0536,1,2011251,-65.4385,127.0536,1
-65.4398,127.0098,1,2011252,-65.4398,127.0098,1
-65.428,127.0083,1,2011253,-65.428,127.0083,1
-65.4437,127.0368,1,2011254,-65.4437,127.0368,1
-65.4226,127.1038,1,2011255,-65.4226,127.1038,1
-65.4464,127.0281,1,2011256,-65.4464,127.0281,1
-65.4648,126.9695,1,2011257,-65.4648,126.9695,1
-65.4529,126.9679,1,2011258,-65.4529,126.9679,1
-65.4713,127.0276,1,2011259,-65.4713,127.0276,1
-65.4658,127.1232,1,2011260,-65.4658,127.1232,1
-65.4869,127.0953,1,2011261,-65.4869,127.0953,1
-65.4016,127.0132,1,2011262,-65.4016,127.0132,1
-65.3848,126.9891,1,2011263,-65.3848,126.9891,1
-65.4187,127.1559,1,2011264,-65.4187,127.1559,1
-65.4082,127.1496,1,2011265,-65.4082,127.1496,1
-65.3874,126.9804,1,2011266,-65.3874,126.9804,1
-65.4531,127.0074,1,2011267,-65.4531,127.0074,1
-65.4411,127.0057,1,2011268,-65.4411,127.0057,1
-65.4727,126.9838,1,2011269,-65.4727,126.9838,1
-65.4345,126.9873,1,2011270,-65.4345,126.9873,1
-65.449,127.02,1,2011271,-65.449,127.02,1
-65.4542,127.0031,1,2011272,-65.4542,127.0031,1
-65.424,127.0209,1,2011273,-65.424,127.0209,1
-65.4241,127.0602,1,2011274,-65.4241,127.0602,1
-65.4162,127.0459,1,2011275,-65.4162,127.0459,1
-65.4319,127.0745,1,2011276,-65.4319,127.0745,1
-65.4293,127.0433,1,2011277,-65.4293,127.0433,1
-65.4005,127.0175,1,2011278,-65.4005,127.0175,1
-65.4005,127.0176,1,2011279,-65.4005,127.0176,1
-65.3927,127.0033,1,2011280,-65.3927,127.0033,1
-65.3927,127.0034,1,2011281,-65.3927,127.0034,1
-65.4137,126.9363,1,2011282,-65.4137,126.9363,1
-65.4255,126.8986,1,2011283,-65.4255,126.8986,1
-65.4242,126.9423,1,2011284,-65.4242,126.9423,1
-65.4057,127.0404,1,2011285,-65.4057,127.0404,1
-65.4465,127.0283,1,2011286,-65.4465,127.0283,1
-65.4568,127.0342,1,2011287,-65.4568,127.0342,1
-65.4149,127.0108,1,2011288,-65.4149,127.0108,1
-65.3637,127.0561,1,2011289,-65.3637,127.0561,1
-65.3769,127.0928,1,2011290,-65.3769,127.0928,1
-65.3978,127.1045,1,2011291,-65.3978,127.1045,1
-65.4109,127.1019,1,2011292,-65.4109,127.1019,1
-65.4228,127.0643,1,2011293,-65.4228,127.0643,1
-65.4293,127.0434,1,2011294,-65.4293,127.0434,1
-65.432,126.9956,1,2011295,-65.432,126.9956,1
-65.4176,126.963,1,2011296,-65.4176,126.963,1
-65.3966,126.9515,1,2011297,-65.3966,126.9515,1
-65.4018,127.0135,1,2011298,-65.4018,127.0135,1
-65.3768,127.0536,1,2011299,-65.3768,127.0536,1
-65.3428,127.0836,1,2011300,-65.3428,127.0836,1
-65.3599,127.0685,1,2011301,-65.3599,127.0685,1
-65.4006,127.0568,1,2011302,-65.4006,127.0568,1
-65.4202,127.0333,1,2011303,-65.4202,127.0333,1
-65.4241,127.0602,1,2011304,-65.4241,127.0602,1
-65.4056,127.0795,1,2011305,-65.4056,127.0795,1
-65.3938,127.1171,1,2011306,-65.3938,127.1171,1
-65.3819,127.1546,1,2011307,-65.3819,127.1546,1
-65.3701,127.1921,1,2011308,-65.3701,127.1921,1
-65.3582,127.2296,1,2011309,-65.3582,127.2296,1
-65.415,127.0497,1,2011310,-65.415,127.0497,1
-65.4293,127.0434,1,2011311,-65.4293,127.0434,1
-65.4293,127.0434,1,2011312,-65.4293,127.0434,1
-65.4293,127.0434,1,2011313,-65.4293,127.0434,1
-65.4293,127.0434,1,2011314,-65.4293,127.0434,1
-65.4293,127.0434,1,2011315,-65.4293,127.0434,1
-65.4293,127.0434,1,2011316,-65.4293,127.0434,1
-65.4293,127.0434,1,2011317,-65.4293,127.0434,1
-65.4425,126.962,1,2011318,-65.4425,126.962,1
-65.432,126.9564,1,2011319,-65.432,126.9564,1
-65.4188,127.0378,1,2011320,-65.4188,127.0378,1
-65.4031,127.0485,1,2011321,-65.4031,127.0485,1
-65.373,127.0267,1,2011322,-65.373,127.0267,1
-65.3573,126.9984,1,2011323,-65.3573,126.9984,1
-65.373,127.0269,1,2011324,-65.373,127.0269,1
-65.4203,127.0334,1,2011325,-65.4203,127.0334,1
-65.4109,127.0627,1,2011326,-65.4109,127.0627,1
-65.3991,127.1003,1,2011327,-65.3991,127.1003,1
-65.3872,127.1379,1,2011328,-65.3872,127.1379,1
-65.3966,127.0298,1,2011329,-65.3966,127.0298,1
-65.4282,126.9688,1,2011330,-65.4282,126.9688,1
-65.4359,127.0226,1,2011331,-65.4359,127.0226,1
-65.4279,127.0871,1,2011332,-65.4279,127.0871,1
-65.4228,126.9854,1,2011333,-65.4228,126.9854,1
-65.4255,126.8985,1,2011334,-65.4255,126.8985,1
-65.4346,127.0664,1,2011335,-65.4346,127.0664,1
-65.4031,126.9697,1,2011336,-65.4031,126.9697,1
-65.3783,126.9709,1,2011337,-65.3783,126.9709,1
-65.4243,126.9816,1,2011338,-65.4243,126.9816,1
-65.4727,126.9839,1,2011339,-65.4727,126.9839,1
-65.4635,126.9343,1,2011340,-65.4635,126.9343,1
-65.4307,126.9212,1,2011341,-65.4307,126.9212,1
-65.39,126.9332,1,2011342,-65.39,126.9332,1
-65.3992,127.0614,1,2011343,-65.3992,127.0614,1
-65.394,127.0384,1,2011344,-65.394,127.0384,1
-65.3861,127.0242,1,2011345,-65.3861,127.0242,1
-65.3704,126.9958,1,2011346,-65.3704,126.9958,1
-65.3809,127.0411,1,2011347,-65.3809,127.0411,1
-65.3834,127.072,1,2011348,-65.3834,127.072,1
-65.3507,127.0192,1,2011349,-65.3507,127.0192,1
-65.356,127.0026,1,2011350,-65.356,127.0026,1
-65.3914,127.0076,1,2011351,-65.3914,127.0076,1
-65.507,127.3834,1,2012059,-65.507,127.3834,1
-65.5087,127.3667,0,2012060,-65.5087,127.3667,0
-65.5111,127.3314,1,2012061,-65.5111,127.3314,1
-65.5165,127.2752,1,2012062,-65.5165,127.2752,1
-65.5534,127.2368,1,2012063,-65.5534,127.2368,1
-65.539,127.204,1,2012064,-65.539,127.204,1
-65.5392,127.1248,1,2012065,-65.5392,127.1248,1
-65.5235,127.0961,1,2012066,-65.5235,127.0961,1
-65.534,127.1417,1,2012067,-65.534,127.1417,1
-65.5274,127.1233,1,2012068,-65.5274,127.1233,1
-65.5223,127.061,1,2012069,-65.5223,127.061,1
-65.5223,127.0611,1,2012070,-65.5223,127.0611,1
-65.4975,127.0223,1,2012071,-65.4975,127.0223,1
-65.4933,127.074,1,2012072,-65.4933,127.074,1
-65.5574,127.2241,1,2012073,-65.5574,127.2241,1
-65.5272,127.2411,1,2012074,-65.5272,127.2411,1
-65.528,127.3954,1,2012075,-65.528,127.3954,1
-65.523,127.3332,1,2012076,-65.523,127.3332,1
-65.4954,127.3026,1,2012077,-65.4954,127.3026,1
-65.5283,127.3163,1,2012078,-65.5283,127.3163,1
-65.5021,127.3212,1,2012079,-65.5021,127.3212,1
-65.4878,127.2885,1,2012080,-65.4878,127.2885,1
-65.4721,127.1805,1,2012081,-65.4721,127.1805,1
-65.5311,127.3079,1,2012082,-65.5311,127.3079,1
-65.4614,127.3325,1,2012083,-65.4614,127.3325,1
-65.4667,127.3158,1,2012084,-65.4667,127.3158,1
-65.4643,127.2849,1,2012085,-65.4643,127.2849,1
-65.4106,127.2197,1,2012086,-65.4106,127.2197,1
-65.4197,127.2691,1,2012087,-65.4197,127.2691,1
-65.4181,127.3126,1,2012088,-65.4181,127.3126,1
-65.4523,127.3223,1,2012089,-65.4523,127.3223,1
-65.4314,127.3104,1,2012090,-65.4314,127.3104,1
-65.421,127.2651,1,2012091,-65.421,127.2651,1
-65.4171,127.2385,1,2012092,-65.4171,127.2385,1
-65.4384,127.132,1,2012093,-65.4384,127.132,1
-65.4029,127.1663,1,2012094,-65.4029,127.1663,1
-65.4213,127.1471,1,2012095,-65.4213,127.1471,1
-65.4383,127.1716,1,2012096,-65.4383,127.1716,1
-65.42,127.1119,1,2012097,-65.42,127.1119,1
-65.4343,127.1444,1,2012098,-65.4343,127.1444,1
-65.4539,127.2394,1,2012099,-65.4539,127.2394,1
-65.4198,127.23,1,2012100,-65.4198,127.23,1
-65.425,127.2132,1,2012101,-65.425,127.2132,1
-65.4355,127.2194,1,2012102,-65.4355,127.2194,1
-65.4423,127.159,1,2012103,-65.4423,127.159,1
-65.4135,127.1329,1,2012104,-65.4135,127.1329,1
-65.416,127.1246,1,2012105,-65.416,127.1246,1
-65.4593,127.1044,1,2012106,-65.4593,127.1044,1
-65.4592,127.144,1,2012107,-65.4592,127.144,1
-65.4739,127.0979,1,2012108,-65.4739,127.0979,1
-65.4357,127.0621,1,2012109,-65.4357,127.0621,1
-65.4766,126.9709,1,2012110,-65.4766,126.9709,1
-65.4553,127.117,1,2012111,-65.4553,127.117,1
-65.4842,127.1431,1,2012112,-65.4842,127.1431,1
-65.4776,127.1641,1,2012113,-65.4776,127.1641,1
-65.4658,127.1625,1,2012114,-65.4658,127.1625,1
-65.4529,127.0861,1,2012115,-65.4529,127.0861,1
-65.4305,127.0784,1,2012116,-65.4305,127.0784,1
-65.4449,127.1109,1,2012117,-65.4449,127.1109,1
-65.4539,127.2394,1,2012118,-65.4539,127.2394,1
-65.4303,127.2362,1,2012119,-65.4303,127.2362,1
-65.4188,127.077,1,2012120,-65.4188,127.077,1
-65.4227,127.0642,1,2012121,-65.4227,127.0642,1
-65.4488,127.138,1,2012122,-65.4488,127.138,1
-65.4502,127.1334,1,2012123,-65.4502,127.1334,1
-65.4339,127.3022,1,2012124,-65.4339,127.3022,1
-65.4592,127.2226,1,2012125,-65.4592,127.2226,1
-65.4448,127.2293,1,2012126,-65.4448,127.2293,1
-65.378,127.2065,1,2012127,-65.378,127.2065,1
-65.3651,127.0913,1,2012128,-65.3651,127.0913,1
-65.3651,126.9735,1,2012129,-65.3651,126.9735,1
