date,nic_1,nic_2,nic_3,size_1,size_2
1983184,-69.9,-2.5,1,18,4
1983247,-71.4,-15,1,18,4
1983275,-72.9,-20.7,1,18,4
1983289,-73.6,-25,1,18,4
1983352,-74.2,-31.1,1,18,4
1984050,-74,-40,1,18,4
1984051,-74.0157,-40.0344,0,0,0
1984052,-74.059,-40.0598,0,0,0
1984053,-74.1246,-40.0804,0,0,0
1984054,-74.207,-40.1005,0,0,0
1984055,-74.3007,-40.1243,0,0,0
1984056,-74.4001,-40.1561,0,0,0
1984057,-74.5,-40.2,1,18,4
1984058,-74.6331,-40.3298,0,0,0
1984059,-74.8183,-40.5838,0,0,0
1984060,-75.0292,-40.9129,0,0,0
1984061,-75.2392,-41.2681,0,0,0
1984062,-75.422,-41.6003,0,0,0
1984063,-75.5511,-41.8606,0,0,0
1984064,-75.6,-42,1,18,4
1984099,-72.3,-43,1,18,4
1984162,-68.8,-51.5,1,18,4
1984183,-66.9,-50.8,1,18,4
1984337,-62.2,-41.5,1,18,4
1984338,-62.1706,-41.5222,0,0,0
1984339,-62.1412,-41.5793,0,0,0
1984340,-62.1118,-41.6574,0,0,0
1984341,-62.0828,-41.7426,0,0,0
1984342,-62.0543,-41.8207,0,0,0
1984343,-62.0266,-41.8778,0,0,0
1984344,-62,-41.9,1,18,4
1985027,-60.9,-39.8,1,18,4
1985055,-60.4,-37.8,1,18,4
