ascat_1,ascat_2,ascat_3,date
-75.063,-146.5704,1,2013298
-75.1115,-146.6343,1,2013299
-75.1509,-146.7152,0,2013300
-75.1713,-146.7646,1,2013301
-75.1339,-146.7654,1,2013302
-75.1313,-147.0084,1,2013303
-75.1438,-146.8061,0,2013304
-75.1602,-146.6037,1,2013305
-75.1658,-146.6367,1,2013306
-75.1751,-146.6603,1,2013307
-75.1809,-146.5983,1,2013308
-75.1472,-146.5904,1,2013309
-75.1584,-146.5616,1,2013310
-75.1716,-146.4796,1,2013311
-75.1752,-146.7551,1,2013312
-75.0983,-146.7148,1,2013313
-75.1711,-146.8606,1,2013314
-75.138,-146.4725,1,2013315
-75.1304,-146.4916,1,2013316
-75.1304,-146.5862,1,2013317
-75.1098,-146.5915,1,2013318
-75.1338,-146.7665,1,2013319
-75.1341,-146.5764,1,2013320
-75.1564,-146.709,1,2013321
-75.1137,-146.4878,1,2013322
-75.0892,-146.5975,1,2013323
-75.1116,-146.635,1,2013324
-75.123,-146.417,1,2013325
-75.1306,-146.3022,1,2013326
-75.1081,-146.4546,1,2013327
-75.121,-146.6577,1,2013328
-75.121,-146.6577,1,2013329
-75.121,-146.6577,1,2013330
-75.121,-146.6577,1,2013331
-75.121,-146.6577,1,2013332
-75.1413,-146.6519,1,2013333
-75.222,-146.7773,1,2013334
-75.104,-146.7487,1,2013335
-75.0875,-146.4605,1,2013336
-75.1059,-146.6962,1,2013337
-75.1266,-146.691,1,2013338
-75.0874,-146.4602,1,2013339
-75.1432,-146.7897,1,2013340
-75.1134,-146.5821,1,2013341
-75.1583,-146.6564,1,2013342
-75.1416,-146.5571,1,2013343
-75.1734,-146.618,1,2013344
-75.1322,-146.4401,1,2013345
-75.1753,-146.2798,1,2013346
-75.1976,-146.6022,1,2013347
-75.1993,-146.6452,1,2013348
-75.2202,-146.544,1,2013349
-75.1809,-146.598,1,2013350
-75.1752,-146.6599,1,2013351
-75.147,-146.7795,1,2013352
-75.1205,-146.8469,1,2013353
-75.1434,-146.6956,1,2013354
-75.0988,-146.3369,1,2013355
-75.1284,-146.6381,1,2013356
-75.1396,-146.7044,1,2013357
-75.121,-146.5631,1,2013358
-75.14,-146.5152,1,2013359
-75.0576,-146.3489,1,2013360
-75.0947,-146.6297,1,2013361
-75.1617,-146.837,1,2013362
-75.169,-146.8079,0,2013363
-75.1743,-146.7367,0,2013364
-75.1778,-146.6475,0,2013365
-75.1805,-146.5325,0,2014001
-75.1809,-146.5034,1,2014002
-75.1061,-146.6013,1,2014003
-75.0685,-146.6974,1,2014004
-75.0965,-146.6731,1,2014005
-75.1424,-146.5592,1,2014006
-75.1316,-146.4547,0,2014007
-75.1028,-146.3443,0,2014008
-75.0611,-146.2331,0,2014009
-75.0117,-146.1256,0,2014010
-74.9596,-146.0269,0,2014011
-74.9102,-145.9417,0,2014012
-74.8685,-145.8749,0,2014013
-74.8397,-145.8312,0,2014014
-74.8289,-145.8156,1,2014015
-75.009,-146.1926,1,2014016
-75.0669,-146.4667,1,2014017
-75.1023,-146.4223,1,2014018
-75.0913,-146.2625,1,2014019
-75.1156,-146.3411,1,2014020
-75.125,-146.364,1,2014021
-75.0836,-146.4704,1,2014022
-75.1285,-146.5435,1,2014023
-75.1564,-146.7087,1,2014024
-75.136,-146.5245,1,2014025
-75.1509,-146.4851,1,2014026
-75.1953,-146.8452,1,2014027
-75.209,-146.5729,1,2014028
-75.1583,-146.7512,1,2014029
-75.1378,-146.6623,1,2014030
-75.1455,-146.4531,1,2014031
-75.1418,-146.4623,1,2014032
-75.1174,-146.5729,1,2014033
-75.1156,-146.5298,1,2014034
-75.0834,-146.6591,1,2014035
-75.1845,-146.6838,1,2014036
-75.1547,-146.5707,1,2014037
-75.1508,-146.6757,1,2014038
-75.1397,-146.61,1,2014039
-75.1267,-146.5018,1,2014040
-75.1493,-146.3485,1,2014041
-75.1303,-146.492,1,2014042
-75.209,-146.4778,1,2014043
-75.1976,-146.6022,1,2014044
-75.192,-146.5691,1,2014045
-75.1809,-146.5983,1,2014046
-75.1361,-146.5251,1,2014047
-75.1174,-146.2885,1,2014048
-75.1508,-146.5803,1,2014049
-75.2201,-146.7347,1,2014050
-75.1116,-146.635,1,2014051
-75.1363,-146.43,1,2014052
-75.0932,-146.3996,1,2014053
-75.1136,-146.2988,1,2014054
-75.1548,-146.2863,1,2014055
-75.1678,-146.4895,1,2014056
-75.2035,-146.5405,1,2014057
-75.1436,-146.4107,1,2014058
-75.1362,-146.3351,1,2014059
-75.1286,-146.3542,1,2014060
-75.1659,-146.5422,1,2014061
-75.1809,-146.5034,1,2014062
-75.1586,-146.4663,1,2014063
-75.1415,-146.6518,1,2014064
-75.1489,-146.728,1,2014065
-75.1604,-146.5095,1,2014066
-75.1474,-146.4005,1,2014067
-75.1752,-146.5657,1,2014068
-75.2166,-146.4586,1,2014069
-75.1828,-146.5459,1,2014070
-75.1491,-146.6328,1,2014071
-75.1228,-146.6063,1,2014072
-75.168,-146.3948,1,2014073
-75.1343,-146.482,1,2014074
-75.1006,-146.5687,1,2014075
-75.074,-146.6364,1,2014076
-75.1828,-146.5456,1,2014077
-75.1638,-146.7842,1,2014078
-75.119,-146.7099,1,2014079
-75.1039,-146.6532,1,2014080
-75.1479,-146.7066,0,2014081
-75.1918,-146.7599,1,2014082
-75.1866,-146.5357,1,2014083
-75.132,-146.7233,1,2014084
-75.1433,-146.79,1,2014085
-75.1004,-146.5689,1,2014086
-75.1547,-146.5707,1,2014087
-75.1714,-146.6698,1,2014088
-75.1676,-146.6789,1,2014089
-75.1504,-146.8653,1,2014090
-75.1827,-146.6416,1,2014091
-75.1437,-146.3156,1,2014092
-75.1323,-146.439,1,2014093
-75.1901,-146.7173,1,2014094
-75.138,-146.4725,1,2014095
-75.1324,-146.4396,1,2014096
-75.1173,-146.478,1,2014097
-75.1678,-146.5847,1,2014098
-75.1474,-146.4952,1,2014099
-75.119,-146.615,1,2014100
-75.1638,-146.7839,1,2014101
-75.1357,-146.7139,1,2014102
-75.1714,-146.6698,1,2014103
-75.1864,-146.6322,1,2014104
-75.1885,-146.2935,1,2014105
-75.1772,-146.5126,1,2014106
-75.1639,-146.6891,1,2014107
-75.1695,-146.6273,1,2014108
-75.1845,-146.5885,1,2014109
-75.207,-146.6254,1,2014110
-75.1508,-146.6753,1,2014111
-75.1639,-146.6891,1,2014112
-75.1845,-146.6835,1,2014113
-75.164,-146.6897,1,2014114
-75.1324,-146.4393,1,2014115
-75.1511,-146.4861,1,2014116
-75.138,-146.4722,1,2014117
-75.1548,-146.4766,1,2014118
-75.1585,-146.3715,1,2014119
-75.1792,-146.5554,1,2014120
-75.1267,-146.5967,1,2014121
-75.1081,-146.2663,1,2014122
-75.1604,-146.2247,1,2014123
-75.2035,-146.2547,1,2014124
-75.1699,-146.3424,1,2014125
-75.1362,-146.4297,1,2014126
-75.1026,-146.5166,1,2014127
-75.0481,-146.6092,1,2014128
-75.0911,-146.4511,1,2014129
-75.1566,-146.6135,1,2014130
-75.1192,-146.6146,1,2014131
-75.0941,-146.913,1,2014132
-75.1576,-147.1637,1,2014133
-75.229,-147.6677,0,2014134
-75.3055,-148.4267,0,2014135
