date,nic_1,nic_2,nic_3,size_1,size_2
1983009,-73.9,-130.9,1,20,10
1983044,-74,-131,1,20,10
1983058,-73.7,-132.7,1,20,10
1983247,-75.5,-154,1,20,10
1983248,-75.5,-154.134,0,0,0
1983249,-75.5,-154.2892,0,0,0
1983250,-75.5,-154.4504,0,0,0
1983251,-75.5,-154.6023,0,0,0
1983252,-75.5,-154.7298,0,0,0
1983253,-75.5,-154.8174,0,0,0
1983254,-75.5,-154.85,1,20,10
1983268,-75.7,-154.7,1,20,10
1983310,-76.6,-158.5,1,20,10
1983338,-76.7,-159.8,1,20,10
1983339,-76.6834,-159.9271,0,0,0
1983340,-76.6405,-160.1221,0,0,0
1983341,-76.5819,-160.3532,0,0,0
1983342,-76.5181,-160.5883,0,0,0
1983343,-76.4595,-160.7958,0,0,0
1983344,-76.4166,-160.9436,0,0,0
1983345,-76.4,-161,1,20,10
1983359,-76.4,-161,1,20,10
1984029,-76.3,-161,1,20,10
1984057,-76.3,-161,1,20,10
1984071,-76.3,-161,1,20,10
1984127,-76.5,-161.3,1,20,10
1984155,-76.5,-161.3,1,20,10
1984176,-75.9,-171.7,1,20,10
1984190,-75.9,-171.7,1,20,10
1984191,-75.8827,-171.5317,0,0,0
1984192,-75.8368,-171.0955,0,0,0
1984193,-75.7716,-170.4943,0,0,0
1984194,-75.6962,-169.8312,0,0,0
1984195,-75.6197,-169.2091,0,0,0
1984196,-75.5512,-168.731,0,0,0
1984197,-75.5,-168.5,1,20,10
1984211,-75.1,-168,1,20,10
1984225,-74,-169,1,20,10
1984226,-74,-169.1281,0,0,0
1984227,-74,-169.2992,0,0,0
1984228,-74,-169.4905,0,0,0
1984229,-74,-169.6791,0,0,0
1984230,-74,-169.8421,0,0,0
1984231,-74,-169.9567,0,0,0
1984232,-74,-170,1,20,10
1984260,-72.2,-169.1,1,20,10
1984337,-70.3,-170,1,20,10
1984338,-70.3,-170.0762,0,0,0
1984339,-70.3,-170.2271,0,0,0
1984340,-70.3,-170.4213,0,0,0
1984341,-70.3,-170.6272,0,0,0
1984342,-70.3,-170.8133,0,0,0
1984343,-70.3,-170.9481,0,0,0
1984344,-70.3,-171,1,20,10
1984358,-70.1,-170.9,1,20,10
1984359,-70.1129,-170.9166,0,0,0
1984360,-70.1471,-170.9595,0,0,0
1984361,-70.1958,-171.0181,0,0,0
1984362,-70.2523,-171.0819,0,0,0
1984363,-70.3096,-171.1405,0,0,0
1984364,-70.3611,-171.1834,0,0,0
1984365,-70.4,-171.2,1,20,10
1985013,-70.7,-170.8,1,20,10
1985055,-70.5,-169.6,1,20,10
1985125,-69,-173,1,20,10
1985146,-68.3,-173.5,1,20,10
1985167,-68.3,-172.8,1,20,10
1985223,-67,-170.9,1,20,10
1985237,-67,-171,1,20,10
1985251,-66.2,-171.5,1,16,10
1985321,-63.8,-166.7,1,16,10
1985363,-62,-163.2,1,16,10
