date,ers_1,ers_2,ers_3
1998109,-66.09,79.59,1
1998110,-66.09,79.59,1
1998111,-66.09,79.59,1
1998112,-66.1065,79.5296,1
1998113,-66.1395,79.4089,1
1998114,-66.1725,79.2881,1
1998115,-66.189,79.2277,1
1998116,-66.189,79.2277,1
1998117,-66.189,79.2277,1
1998118,-66.1901,79.1359,1
1998119,-66.1923,78.9524,1
1998120,-66.1945,78.7689,1
1998121,-66.1956,78.6771,1
1998122,-66.1956,78.6771,1
1998123,-66.1956,78.6771,1
1998124,-66.2012,78.5828,1
1998125,-66.2124,78.3941,1
1998126,-66.2235,78.2054,1
1998127,-66.2291,78.1111,1
1998128,-66.2291,78.1111,1
1998129,-66.2291,78.1111,1
1998130,-66.2298,78.0234,1
1998131,-66.2313,77.8479,1
1998132,-66.2328,77.6725,1
1998133,-66.2255,77.5522,1
1998134,-66.2095,77.487,1
1998135,-66.1935,77.4218,1
1998136,-66.1855,77.3892,1
1998137,-66.1855,77.3892,1
1998138,-66.1855,77.3892,1
1998139,-66.1852,77.3309,1
1998140,-66.1847,77.2142,1
1998141,-66.1842,77.0975,1
1998142,-66.177,76.9136,1
1998143,-66.163,76.6623,1
1998144,-66.1492,76.4109,1
1998145,-66.1213,76.2986,1
1998146,-66.0795,76.3252,1
1998147,-66.0376,76.3517,1
1998148,-65.9937,76.3537,1
1998149,-65.9477,76.3312,1
1998150,-65.9016,76.3086,1
1998151,-65.8873,76.2465,1
1998152,-65.9047,76.1449,1
1998153,-65.922,76.0433,1
1998154,-65.8488,75.9276,1
1998155,-65.685,75.7979,1
1998156,-65.5212,75.6681,1
1998157,-65.4393,75.6032,1
1998158,-65.4393,75.6032,1
1998159,-65.4393,75.6032,1
1998160,-65.4554,75.557,1
1998161,-65.4875,75.4645,1
1998162,-65.5197,75.372,1
1998163,-65.5313,75.2713,1
1998164,-65.5223,75.1623,1
1998165,-65.5134,75.0533,1
1998166,-65.4938,74.9557,1
1998167,-65.4636,74.8695,1
1998168,-65.4334,74.7832,1
1998169,-65.4183,74.7401,1
1998170,-65.4183,74.7401,1
1998171,-65.4183,74.7401,1
1998172,-65.4388,74.5492,1
1998173,-65.4797,74.1673,1
1998174,-65.5207,73.7854,1
1998175,-65.5358,73.4709,1
1998176,-65.5249,73.2236,1
1998177,-65.514,72.9764,1
1998178,-65.507,72.6589,1
1998179,-65.5038,72.2712,1
1998180,-65.5007,71.8834,1
1998181,-65.4788,71.6821,1
1998182,-65.4381,71.6674,1
1998183,-65.3974,71.6527,1
1998184,-65.3569,71.5866,1
1998185,-65.3165,71.4693,1
1998186,-65.2761,71.352,1
1998187,-65.2372,71.2594,1
1998188,-65.1999,71.1917,1
1998189,-65.1626,71.124,1
1998190,-65.1273,71.0709,1
1998191,-65.0941,71.0324,1
1998192,-65.0608,70.9938,1
1998193,-65.0493,70.9252,1
1998194,-65.0594,70.8265,1
1998195,-65.0695,70.7278,1
1998196,-65.0672,70.6065,1
1998197,-65.0524,70.4626,1
1998198,-65.0377,70.3187,1
1998199,-65.0319,70.1547,1
1998200,-65.035,69.9704,1
1998201,-65.0382,69.7861,1
1998202,-65.0303,69.6906,1
1998203,-65.0112,69.6839,1
1998204,-64.9922,69.6771,1
1998205,-65.0212,69.5389,1
1998206,-65.0981,69.2692,1
1998207,-65.175,68.9996,1
1998208,-65.2319,68.8612,1
1998209,-65.2689,68.854,1
1998210,-65.3058,68.8468,1
1998211,-65.333,68.8223,1
1998212,-65.3505,68.7806,1
1998213,-65.3681,68.7388,1
1998214,-65.3797,68.7025,1
1998215,-65.3853,68.6718,1
1998216,-65.3909,68.6411,1
1998217,-65.372,68.5699,1
1998218,-65.3286,68.4582,1
1998219,-65.2851,68.3466,1
1998220,-65.2422,68.2484,1
1998221,-65.1997,68.1636,1
1998222,-65.1572,68.0788,1
1998223,-65.136,68.0364,1
1998224,-65.136,68.0364,1
1998225,-65.136,68.0364,1
1998226,-65.1065,67.9475,1
1998227,-65.0476,67.7696,1
1998228,-64.9886,67.5917,1
1998229,-64.9319,67.4296,1
1998230,-64.8775,67.2832,1
1998231,-64.8231,67.1368,1
1998232,-64.7815,67.0034,1
1998233,-64.7526,66.8829,1
1998234,-64.7237,66.7625,1
1998235,-64.6924,66.6404,1
1998236,-64.6586,66.5167,1
1998237,-64.6248,66.393,1
1998238,-64.5701,66.3204,1
1998239,-64.4945,66.299,1
1998240,-64.4188,66.2776,1
1998241,-64.3539,66.274,1
1998242,-64.2996,66.288,1
1998243,-64.2453,66.3022,1
1998244,-64.1653,66.3782,1
1998245,-64.0596,66.5162,1
1998246,-63.9539,66.6542,1
1998247,-63.901,66.7232,1
1998248,-63.901,66.7232,1
1998249,-63.901,66.7232,1
1998250,-63.9264,66.7795,1
1998251,-63.9771,66.8922,1
1998252,-64.0278,67.0048,1
1998253,-64.0554,67.0259,1
1998254,-64.0599,66.9554,1
1998255,-64.0644,66.8849,1
1998256,-64.0666,66.8497,1
1998257,-64.0666,66.8497,1
1998258,-64.0666,66.8497,1
1998259,-64.0688,66.9007,1
1998260,-64.0734,67.0027,1
1998261,-64.0778,67.1047,1
1998262,-64.099,67.1901,1
1998263,-64.1367,67.2589,1
1998264,-64.1744,67.3277,1
1998265,-64.1932,67.3621,1
1998266,-64.1932,67.3621,1
1998267,-64.1932,67.3621,1
1998268,-64.1735,67.1809,1
1998269,-64.1341,66.8185,1
1998270,-64.0946,66.4561,1
1998271,-64.0536,66.2855,1
1998272,-64.0109,66.3066,1
1998273,-63.9682,66.3277,1
1998274,-63.9468,66.3383,1
1998275,-63.9468,66.3383,1
1998276,-63.9468,66.3383,1
1998277,-63.903,66.4538,1
1998278,-63.8153,66.6848,1
1998279,-63.7276,66.9157,1
1998280,-63.6623,67.1624,1
1998281,-63.6194,67.4248,1
1998282,-63.5765,67.6872,1
1998283,-63.5465,67.8569,1
1998284,-63.5293,67.934,1
1998285,-63.512,68.0111,1
1998286,-63.4801,68.1956,1
1998287,-63.4335,68.4875,1
1998288,-63.387,68.7795,1
1998289,-63.3808,69.152,1
1998290,-63.415,69.6049,1
1998291,-63.4492,70.0578,1
1998292,-63.4357,70.4302,1
1998293,-63.3744,70.7219,1
1998294,-63.3131,71.0137,1
1998295,-63.2682,71.2,1
1998296,-63.2398,71.2809,1
1998297,-63.2113,71.3618,1
1998298,-63.1718,71.451,1
1998299,-63.1215,71.5485,1
1998300,-63.0712,71.646,1
1998301,-63.0271,71.6819,1
1998302,-62.9891,71.6561,1
1998303,-62.9513,71.6303,1
1998304,-62.9077,71.5676,1
1998305,-62.8584,71.4681,1
1998306,-62.8091,71.3685,1
1998307,-62.7721,71.2609,1
1998308,-62.7473,71.1453,1
1998309,-62.7225,71.0297,1
1998310,-62.6921,70.8921,1
1998311,-62.656,70.7325,1
1998312,-62.62,70.5729,1
1998313,-62.585,70.4844,1
1998314,-62.551,70.4668,1
1998315,-62.5169,70.4494,1
1998316,-62.4763,70.496,1
1998317,-62.4291,70.6069,1
1998318,-62.382,70.7178,1
1998319,-62.3445,70.8573,1
1998320,-62.3167,71.0256,1
1998321,-62.2889,71.1938,1
1998322,-62.2705,71.3578,1
1998323,-62.2614,71.5178,1
1998324,-62.2524,71.6776,1
1998325,-62.2554,71.8289,1
1998326,-62.2704,71.9716,1
1998327,-62.2853,72.1142,1
1998328,-62.3004,72.2718,1
1998329,-62.3155,72.4443,1
1998330,-62.3306,72.6168,1
1998331,-62.3466,72.7849,1
1998332,-62.3633,72.9487,1
1998333,-62.38,73.1124,1
1998334,-62.3752,73.2461,1
1998335,-62.3487,73.3496,1
1998336,-62.3223,73.4531,1
1998337,-62.2734,73.5524,1
1998338,-62.2019,73.6472,1
1998339,-62.1304,73.7421,1
1998340,-62.0947,73.7896,1
1998341,-62.0947,73.7896,1
1998342,-62.0947,73.7896,1
1998343,-62.0637,73.8587,1
1998344,-62.0017,73.9969,1
1998345,-61.9397,74.1352,1
