ascat_1,ascat_2,ascat_3,date,nic_1,nic_2,nic_3,oscat_1,oscat_2,oscat_3,size_1,size_2
0,0,0,2010024,-70.45,-7.08,1,0,0,0,14,4
0,0,0,2010025,-70.4182,-6.9065,0,0,0,0,0,0
0,0,0,2010026,-70.3912,-6.7602,0,0,0,0,0,0
0,0,0,2010027,-70.3692,-6.6408,0,0,0,0,0,0
0,0,0,2010028,-70.352,-6.5483,0,0,0,0,0,0
0,0,0,2010029,-70.3398,-6.4825,0,0,0,0,0,0
0,0,0,2010030,-70.3324,-6.4431,0,0,0,0,0,0
0,0,0,2010031,-70.33,-6.43,1,0,0,0,14,4
0,0,0,2010032,-70.3366,-6.4649,0,0,0,0,0,0
0,0,0,2010033,-70.3538,-6.5554,0,0,0,0,0,0
0,0,0,2010034,-70.3772,-6.6804,0,0,0,0,0,0
0,0,0,2010035,-70.4028,-6.8186,0,0,0,0,0,0
0,0,0,2010036,-70.4262,-6.9487,0,0,0,0,0,0
0,0,0,2010038,-70.45,-7.1,1,0,0,0,14,4
0,0,0,2010045,-70.45,-7.17,1,0,0,0,14,4
0,0,0,2010050,-70.45,-7.2795,0,0,0,0,0,0
0,0,0,2010051,-70.45,-7.2944,0,0,0,0,0,0
0,0,0,2010052,-70.45,-7.3,1,0,0,0,14,4
0,0,0,2010053,-70.4494,-7.2917,0,0,0,0,0,0
0,0,0,2010054,-70.4478,-7.2703,0,0,0,0,0,0
0,0,0,2010056,-70.4421,-7.209,0,0,0,0,0,0
0,0,0,2010057,-70.4383,-7.1797,0,0,0,0,0,0
0,0,0,2010058,-70.4343,-7.1583,0,0,0,0,0,0
0,0,0,2010059,-70.43,-7.15,1,0,0,0,14,4
0,0,0,2010060,-70.4235,-7.1877,0,0,0,0,0,0
0,0,0,2010061,-70.4137,-7.2939,0,0,0,0,0,0
0,0,0,2010062,-70.4022,-7.4587,0,0,0,0,0,0
0,0,0,2010063,-70.3905,-7.6718,0,0,0,0,0,0
0,0,0,2010064,-70.3801,-7.9231,0,0,0,0,0,0
0,0,0,2010065,-70.3728,-8.2026,0,0,0,0,0,0
0,0,0,2010066,-70.37,-8.5,1,0,0,0,14,4
0,0,0,2010067,-70.3966,-8.9395,0,0,0,0,0,0
0,0,0,2010068,-70.4688,-9.5995,0,0,0,0,0,0
0,0,0,2010069,-70.5758,-10.4011,0,0,0,0,0,0
0,0,0,2010070,-70.7065,-11.2657,0,0,0,0,0,0
