date,qscat_1,qscat_2,qscat_3,seawinds_1,seawinds_2,seawinds_3
2002265,-76.3166,167.0833,1,0,0,0
2002266,-76.3166,167.0833,1,0,0,0
2002267,-76.3166,167.0833,1,0,0,0
2002268,-76.3166,167.0833,1,0,0,0
2002269,-76.3355,167.314,1,0,0,0
2002270,-76.3355,167.314,1,0,0,0
2002271,-76.3355,167.314,1,0,0,0
2002272,-76.3355,167.314,1,0,0,0
2002273,-76.3355,167.314,1,0,0,0
2002274,-76.3355,167.314,1,0,0,0
2002275,-76.3355,167.314,1,0,0,0
2002276,-76.3355,167.314,1,0,0,0
2002277,-76.3355,167.314,1,0,0,0
2002278,-76.3355,167.314,1,0,0,0
2002279,-76.2553,166.9917,1,0,0,0
2002280,-76.2553,166.9917,1,0,0,0
2002281,-76.2553,166.9917,1,0,0,0
2002282,-76.2553,166.9917,1,0,0,0
2002283,-76.2553,166.9917,1,0,0,0
2002284,-76.2501,167.1756,1,0,0,0
2002285,-76.2501,167.1756,1,0,0,0
2002286,-76.2501,167.1756,1,0,0,0
2002287,-76.2501,167.1756,1,0,0,0
2002288,-76.2501,167.1756,1,0,0,0
2002289,-76.2501,167.1756,1,0,0,0
2002290,-76.2501,167.1756,1,0,0,0
2002291,-76.2389,167.0639,1,0,0,0
2002292,-76.2389,167.0639,1,0,0,0
2002293,-76.2389,167.0639,1,0,0,0
2002294,-76.2389,167.0639,1,0,0,0
2002295,-76.2389,167.0639,1,0,0,0
2002296,-76.2389,167.0639,1,0,0,0
2002297,-76.2039,167.2854,1,0,0,0
2002298,-76.2039,167.2854,1,0,0,0
2002299,-76.2039,167.2854,1,0,0,0
2002300,-76.2039,167.2854,1,0,0,0
2002301,-76.2039,167.2854,1,0,0,0
2002302,-76.2039,167.2854,1,0,0,0
2002303,-76.0926,167.3015,1,0,0,0
2002304,-76.0926,167.3015,1,0,0,0
2002305,-76.0443,167.2606,1,0,0,0
2002306,-76.0568,167.3905,1,0,0,0
2002307,-76.0568,167.3905,1,0,0,0
2002308,-76.0568,167.3905,1,0,0,0
2002309,-76.0568,167.3905,1,0,0,0
2002310,-76.093,167.6272,1,0,0,0
2002311,-76.093,167.6272,1,0,0,0
2002312,-76.093,167.6272,1,0,0,0
2002313,-76.093,167.6272,1,0,0,0
2002314,-76.093,167.6272,1,0,0,0
2002315,-76.093,167.6272,1,0,0,0
2002316,-76.093,167.6272,1,0,0,0
2002317,-76.0329,167.4852,1,0,0,0
2002318,-76.0329,167.4852,1,0,0,0
2002319,-76.0329,167.4852,1,0,0,0
2002320,-75.9615,167.6056,1,0,0,0
2002321,-75.9615,167.6056,1,0,0,0
2002322,-75.9615,167.6056,1,0,0,0
2002323,-75.946,167.8769,0,0,0,0
2002324,-75.9304,168.1482,1,0,0,0
2002325,-75.9304,168.1482,1,0,0,0
2002326,-75.9304,168.1482,1,0,0,0
2002327,-75.9304,168.1482,1,0,0,0
2002328,-75.9304,168.1482,1,0,0,0
2002329,-75.9304,168.1482,1,0,0,0
2002330,-75.9304,168.1482,1,0,0,0
2002331,-75.9304,168.1482,1,0,0,0
2002332,-75.9304,168.1482,1,0,0,0
2002333,-75.9304,168.1482,1,0,0,0
2002334,-75.9304,168.1482,1,0,0,0
2002335,-75.9304,168.1482,1,0,0,0
2002336,-75.8655,167.6447,1,0,0,0
2002337,-75.8655,167.6447,1,0,0,0
2002338,-75.8655,167.6447,1,0,0,0
2002339,-75.8655,167.6447,1,0,0,0
2002340,-75.8655,167.6447,1,0,0,0
2002341,-75.8655,167.6447,1,0,0,0
2002342,-75.8988,168.0792,1,0,0,0
2002343,-75.8988,168.0792,1,0,0,0
2002344,-75.9264,168.1592,1,0,0,0
2002345,-75.9447,167.9598,1,0,0,0
2002346,-75.9447,167.9598,1,0,0,0
2002347,-75.9447,167.9598,1,0,0,0
2002348,-75.9447,167.9598,1,0,0,0
2002349,-75.9447,167.9598,1,0,0,0
2002350,-75.9639,167.6868,1,0,0,0
2002351,-75.9639,167.6868,1,0,0,0
2002352,-75.9639,167.6868,1,0,0,0
2002353,-75.9639,167.6868,1,0,0,0
2002354,-75.9639,167.6868,1,0,0,0
2002355,-75.8967,167.6526,1,0,0,0
2002356,-75.8967,167.6526,1,0,0,0
2002357,-75.8538,167.5742,1,0,0,0
2002358,-75.8538,167.5742,1,0,0,0
2002359,-75.8538,167.5742,1,0,0,0
2002360,-75.8538,167.5742,1,0,0,0
2002361,-75.8538,167.5742,1,0,0,0
2002362,-75.8538,167.5742,1,0,0,0
2002363,-75.8925,167.9037,1,0,0,0
2002364,-75.8925,167.9037,1,0,0,0
2002365,-75.8925,167.9037,1,0,0,0
2003001,-75.8925,167.9037,1,0,0,0
2003002,-75.8925,167.9037,1,0,0,0
2003003,-75.8925,167.9037,1,0,0,0
2003004,-75.8925,167.9037,1,0,0,0
2003005,-75.8925,167.9037,1,0,0,0
2003006,-75.8925,167.9037,1,0,0,0
2003007,-75.8925,167.9037,1,0,0,0
2003008,-75.87,167.9743,1,0,0,0
