date,ers_1,ers_2,ers_3
1997046,-66.5,61.72,1
1997047,-66.5,61.72,1
1997048,-66.5,61.72,1
1997049,-66.5,61.72,1
1997050,-66.5,61.72,1
1997051,-66.5,61.72,1
1997052,-66.4852,61.6959,1
1997053,-66.4557,61.6477,1
1997054,-66.4262,61.5995,1
1997055,-66.3845,61.5465,1
1997056,-66.3306,61.4886,1
1997057,-66.2768,61.4307,1
1997058,-66.2499,61.4018,1
1997059,-66.2499,61.4018,1
1997060,-66.2499,61.4018,1
1997061,-66.2388,61.3847,1
1997062,-66.2167,61.3505,1
1997063,-66.1945,61.3162,1
1997064,-66.1783,61.3528,1
1997065,-66.168,61.4602,1
1997066,-66.1577,61.5676,1
1997067,-66.1516,61.6594,1
1997068,-66.1497,61.7357,1
1997069,-66.1477,61.812,1
1997070,-66.1526,61.7395,1
1997071,-66.1645,61.5184,1
1997072,-66.1765,61.2973,1
1997073,-66.1825,61.1544,1
1997074,-66.1827,61.0898,1
1997075,-66.183,61.0251,1
1997076,-66.1689,60.9892,1
1997077,-66.1406,60.9819,1
1997078,-66.1123,60.9746,1
1997079,-66.0981,60.9709,1
1997080,-66.0981,60.9709,1
1997081,-66.0981,60.9709,1
