ascat_1,ascat_2,ascat_3,date
-66.367,139.074,1,2014342
-66.3641,139.1718,1,2014343
-66.3806,139.1092,1,2014344
-66.3547,139.2191,1,2014345
-66.3243,139.219,0,2014346
-66.2892,139.2188,1,2014347
-66.246,139.43,1,2014348
-66.231,139.2412,1,2014349
-66.2089,139.2133,1,2014350
-66.2161,139.1229,1,2014351
-66.2212,139.0637,1,2014352
-66.2322,139.0939,1,2014353
-66.2458,139.059,1,2014354
-66.2458,139.059,1,2014355
-66.2376,139.1093,1,2014356
-66.2036,139.1227,1,2014357
-66.2084,139.0642,1,2014358
-66.2013,139.0793,1,2014359
-66.2285,139.0479,1,2014360
-66.1993,139.1105,1,2014361
-66.205,139.0176,1,2014362
-66.2172,139.051,1,2014363
-66.2362,139.0314,1,2014364
-66.2087,139.0635,1,2014365
-66.2161,139.0477,1,2015001
-66.194,139.0951,1,2015002
-66.1809,139.0962,1,2015003
-66.1755,139.0808,1,2015004
-66.2169,139.0516,1,2015005
-66.2583,138.9838,1,2015006
-66.2129,139.0004,1,2015007
-66.1883,139.0053,1,2015008
-66.2393,139.0034,1,2015009
-66.2401,138.9466,0,2015010
-66.2408,138.8591,1,2015011
-66.2461,138.7991,1,2015012
-66.2252,138.8501,1,2015013
-66.2404,138.7844,1,2015014
-66.2057,138.6485,1,2015015
-66.2123,138.667,1,2015016
-66.1903,138.7149,1,2015017
-66.1903,138.7149,1,2015018
-66.1467,138.7014,1,2015019
-66.1023,138.506,1,2015020
-66.1027,138.5278,0,2015021
-66.1039,138.5681,0,2015022
-66.1063,138.5899,1,2015023
-66.138,138.5693,1,2015024
-66.1384,138.46,1,2015025
-66.1396,138.4632,1,2015026
-66.1195,138.4799,1,2015027
-66.0884,138.5747,1,2015028
-66.1592,138.5559,1,2015029
-66.135,138.5428,0,2015030
-66.0827,138.5324,0,2015031
-66.0327,138.5281,1,2015032
-65.9962,138.5379,1,2015033
-65.9515,138.5597,1,2015034
-65.9458,138.5452,1,2015035
-65.9288,138.4263,1,2015036
-65.9194,138.3988,1,2015037
-65.9084,138.4763,1,2015038
-65.8772,138.4634,1,2015039
-65.8751,138.3874,1,2015040
-65.9093,138.3725,1,2015041
-65.8993,138.4154,1,2015042
