date,qscat_1,qscat_2,qscat_3
2008090,-70.6316,-108.1762,1
2008091,-70.6316,-108.1762,1
2008092,-70.5955,-108.1852,1
2008093,-70.5955,-108.1852,1
2008094,-70.5955,-108.1852,1
2008095,-70.5955,-108.1852,1
2008096,-70.5814,-108.4339,1
2008097,-70.5351,-108.4028,0
2008098,-70.4987,-108.3716,1
2008099,-70.4987,-108.3716,1
2008100,-70.356,-108.0011,1
2008101,-70.3432,-107.9033,1
2008102,-70.5149,-108.1563,0
2008103,-70.6866,-108.4093,1
2008104,-70.6475,-108.1154,0
2008105,-70.557,-107.458,0
2008106,-70.455,-106.7732,0
2008107,-70.3815,-106.3974,1
2008108,-70.3497,-106.3029,0
2008109,-70.312,-106.263,1
2008110,-70.1902,-106.3224,1
2008111,-70.1902,-106.3224,1
2008112,-70.1902,-106.3224,1
2008113,-70.1237,-106.3843,1
2008114,-70.1237,-106.3843,1
