ascat_1,ascat_2,ascat_3,date,oscat_1,oscat_2,oscat_3
-66.5449,-35.844,1,2011242,-66.5449,-35.844,1
-66.4574,-35.7165,1,2011243,-66.4574,-35.7165,1
-66.4596,-35.6281,0,2011244,-66.4596,-35.6281,0
-66.4654,-35.5435,0,2011245,-66.4654,-35.5435,0
-66.4732,-35.4662,0,2011246,-66.4732,-35.4662,0
-66.4818,-35.3997,0,2011247,-66.4818,-35.3997,0
-66.4896,-35.3478,0,2011248,-66.4896,-35.3478,0
-66.4954,-35.3141,0,2011249,-66.4954,-35.3141,0
-66.4976,-35.302,1,2011250,-66.4976,-35.302,1
-66.393,-35.7539,1,2011251,-66.393,-35.7539,1
-66.2371,-35.9269,1,2011252,-66.2371,-35.9269,1
-66.2022,-36.0745,1,2011253,-66.2022,-36.0745,1
-66.1851,-35.7719,1,2011254,-66.1851,-35.7719,1
-66.283,-35.9479,1,2011255,-66.283,-35.9479,1
-66.3119,-35.5761,1,2011256,-66.3119,-35.5761,1
-66.3749,-35.3567,1,2011257,-66.3749,-35.3567,1
-66.3847,-35.2844,1,2011258,-66.3847,-35.2844,1
-66.4978,-35.3031,1,2011259,-66.4978,-35.3031,1
-66.5838,-35.2739,1,2011260,-66.5838,-35.2739,1
-66.6506,-35.3324,1,2011261,-66.6506,-35.3324,1
-66.6257,-35.2576,1,2011262,-66.6257,-35.2576,1
-66.697,-35.5692,1,2011263,-66.697,-35.5692,1
-66.6257,-35.6854,1,2011264,-66.6257,-35.6854,1
-66.601,-35.7627,1,2011265,-66.601,-35.7627,1
-66.7196,-35.0264,1,2011266,-66.7196,-35.0264,1
-66.7298,-35.0774,1,2011267,-66.7298,-35.0774,1
-66.7723,-34.5423,1,2011268,-66.7723,-34.5423,1
-66.8046,-34.2959,1,2011269,-66.8046,-34.2959,1
-66.8057,-33.844,1,2011270,-66.8057,-33.844,1
-66.78,-33.8921,1,2011271,-66.78,-33.8921,1
