ascat_1,ascat_2,ascat_3,date,oscat_1,oscat_2,oscat_3
-68.8652,-58.8476,1,2011241,-68.8652,-58.8476,1
-68.7608,-58.7433,1,2011242,-68.7608,-58.7433,1
-68.818,-58.791,1,2011243,-68.818,-58.791,1
-68.8308,-58.7902,0,2011244,-68.8308,-58.7902,0
-68.8408,-58.7875,0,2011245,-68.8408,-58.7875,0
-68.8481,-58.7829,0,2011246,-68.8481,-58.7829,0
-68.853,-58.776,0,2011247,-68.853,-58.776,0
-68.8558,-58.7667,0,2011248,-68.8558,-58.7667,0
-68.8567,-58.7548,1,2011249,-68.8567,-58.7548,1
-68.8451,-58.7023,1,2011250,-68.8451,-58.7023,1
-68.7911,-58.8285,1,2011251,-68.7911,-58.8285,1
-68.7911,-58.8285,1,2011252,-68.7911,-58.8285,1
-68.7911,-58.8285,1,2011253,-68.7911,-58.8285,1
-68.7911,-58.8285,1,2011254,-68.7911,-58.8285,1
-68.7911,-58.8285,1,2011255,-68.7911,-58.8285,1
-68.8288,-58.787,1,2011256,-68.8288,-58.787,1
-68.8288,-58.787,1,2011257,-68.8288,-58.787,1
-68.8288,-58.787,1,2011258,-68.8288,-58.787,1
-68.7979,-58.7529,1,2011259,-68.7979,-58.7529,1
-68.7979,-58.7529,1,2011260,-68.7979,-58.7529,1
-68.7979,-58.7529,1,2011261,-68.7979,-58.7529,1
-68.7979,-58.7529,1,2011262,-68.7979,-58.7529,1
-68.7979,-58.7529,1,2011263,-68.7979,-58.7529,1
-68.7979,-58.7529,1,2011264,-68.7979,-58.7529,1
-68.7929,-58.7829,1,2011265,-68.7929,-58.7829,1
-68.7798,-58.7763,1,2011266,-68.7798,-58.7763,1
-68.7838,-58.741,1,2011267,-68.7838,-58.741,1
-68.8127,-58.714,1,2011268,-68.8127,-58.714,1
-68.8127,-58.714,1,2011269,-68.8127,-58.714,1
-68.8127,-58.714,1,2011270,-68.8127,-58.714,1
-68.8127,-58.714,1,2011271,-68.8127,-58.714,1
-68.8105,-58.8106,1,2011272,-68.8105,-58.8106,1
-68.8038,-58.886,1,2011273,-68.8038,-58.886,1
-68.8038,-58.886,1,2011274,-68.8038,-58.886,1
-68.8038,-58.886,1,2011275,-68.8038,-58.886,1
-68.8038,-58.886,1,2011276,-68.8038,-58.886,1
-68.8038,-58.886,1,2011277,-68.8038,-58.886,1
-68.8038,-58.886,1,2011278,-68.8038,-58.886,1
-68.843,-58.7988,1,2011279,-68.843,-58.7988,1
-68.8173,-58.8418,1,2011280,-68.8173,-58.8418,1
-68.8173,-58.8418,1,2011281,-68.8173,-58.8418,1
-68.8173,-58.8418,1,2011282,-68.8173,-58.8418,1
-68.8173,-58.8418,1,2011283,-68.8173,-58.8418,1
-68.8173,-58.8418,1,2011284,-68.8173,-58.8418,1
-68.8173,-58.8418,1,2011285,-68.8173,-58.8418,1
-68.8173,-58.8418,1,2011286,-68.8173,-58.8418,1
-68.8173,-58.8418,1,2011287,-68.8173,-58.8418,1
-68.8173,-58.8418,1,2011288,-68.8173,-58.8418,1
-68.8173,-58.8418,1,2011289,-68.8173,-58.8418,1
-68.8173,-58.8418,1,2011290,-68.8173,-58.8418,1
-68.8173,-58.8418,1,2011291,-68.8173,-58.8418,1
-68.8173,-58.8418,1,2011292,-68.8173,-58.8418,1
-68.8173,-58.8418,1,2011293,-68.8173,-58.8418,1
-68.8173,-58.8418,1,2011294,-68.8173,-58.8418,1
-68.8173,-58.8418,1,2011295,-68.8173,-58.8418,1
-68.8173,-58.8418,1,2011296,-68.8173,-58.8418,1
