date,qscat_1,qscat_2,qscat_3,seawinds_1,seawinds_2,seawinds_3
2002162,-67.2393,147.5863,1,0,0,0
2002163,-67.1921,147.6634,1,0,0,0
2002164,-67.1963,147.7701,1,0,0,0
2002165,-67.1764,147.689,1,0,0,0
2002166,-67.212,147.7445,1,0,0,0
2002167,-67.1921,147.6634,1,0,0,0
2002168,-67.1764,147.689,1,0,0,0
2002169,-67.1911,147.665,1,0,0,0
2002170,-67.2103,147.5803,1,0,0,0
2002171,-67.1831,147.7384,1,0,0,0
2002172,-67.193,147.779,1,0,0,0
2002173,-67.193,147.779,1,0,0,0
2002174,-67.2344,147.7684,1,0,0,0
2002175,-67.1831,147.7384,1,0,0,0
2002176,-67.1689,147.5913,1,0,0,0
2002177,-67.1831,147.7384,1,0,0,0
2002178,-67.2187,147.794,1,0,0,0
2002179,-67.2245,147.7278,1,0,0,0
2002180,-67.1646,147.4847,1,0,0,0
2002181,-67.2374,147.4219,1,0,0,0
2002182,-67.1659,147.312,1,0,0,0
2002183,-67.1916,147.3264,1,0,0,0
2002184,-67.1659,147.312,1,0,0,0
2002185,-67.1132,147.4555,1,0,0,0
2002186,-67.172,147.4585,1,0,0,0
2002187,-67.1363,147.4036,1,0,0,0
2002188,-67.1508,147.3228,1,0,0,0
2002189,-67.1038,147.4002,1,0,0,0
2002190,-67.1709,147.4035,1,0,0,0
2002191,-67.1195,147.3744,1,0,0,0
2002192,-67.1395,147.455,1,0,0,0
2002193,-67.1195,147.3744,1,0,0,0
2002194,-67.1433,147.3814,1,0,0,0
2002195,-67.1176,147.367,1,0,0,0
2002196,-67.149,147.3153,1,0,0,0
2002197,-67.1333,147.3412,1,0,0,0
2002198,-67.0881,147.3482,1,0,0,0
2002199,-67.0993,147.2162,1,0,0,0
2002200,-67.0452,147.2488,1,0,0,0
2002201,-67.0653,147.329,1,0,0,0
2002202,-67.0608,147.223,1,0,0,0
2002203,-67.0399,147.3322,1,0,0,0
2002204,-67.0367,147.3304,1,0,0,0
2002205,-66.9697,147.3274,1,0,0,0
2002206,-66.9383,147.3786,1,0,0,0
2002207,-66.9192,147.3958,1,0,0,0
2002208,-66.9349,147.3703,1,0,0,0
2002209,-66.9136,147.4613,1,0,0,0
2002210,-66.8735,147.3018,1,0,0,0
2002211,-66.8365,147.418,1,0,0,0
2002212,-66.8309,147.4832,1,0,0,0
2002213,-66.8522,147.3926,1,0,0,0
2002214,-66.762,147.4724,1,0,0,0
2002215,-66.7777,147.4471,1,0,0,0
2002216,-66.7528,147.6165,1,0,0,0
2002217,-66.784,147.5491,1,0,0,0
2002218,-66.7806,147.4153,1,0,0,0
2002219,-66.7592,147.5056,1,0,0,0
2002220,-66.7906,147.455,1,0,0,0
2002221,-66.8112,147.4175,1,0,0,0
2002222,-66.8112,147.4175,1,0,0,0
2002223,-66.7767,147.4234,1,0,0,0
2002224,-66.7767,147.4234,1,0,0,0
2002225,-66.7767,147.4234,1,0,0,0
2002226,-66.7767,147.4234,1,0,0,0
2002227,-66.7767,147.4234,1,0,0,0
2002228,-66.7767,147.4234,1,0,0,0
2002229,-66.7767,147.4234,1,0,0,0
2002230,-66.7767,147.4234,1,0,0,0
2002231,-66.7186,147.391,1,0,0,0
2002232,-66.7186,147.391,1,0,0,0
2002233,-66.668,147.399,1,0,0,0
2002234,-66.668,147.399,1,0,0,0
2002235,-66.668,147.399,1,0,0,0
2002236,-66.668,147.399,1,0,0,0
2002237,-66.668,147.399,1,0,0,0
2002238,-66.668,147.399,1,0,0,0
2002239,-66.668,147.399,1,0,0,0
2002240,-66.6111,147.4985,1,0,0,0
2002241,-66.508,147.5081,1,0,0,0
2002242,-66.4319,147.5642,1,0,0,0
2002243,-66.4319,147.5642,1,0,0,0
2002244,-66.3673,147.3663,1,0,0,0
2002245,-66.2827,147.2101,1,0,0,0
2002246,-66.2535,147.1418,1,0,0,0
2002247,-66.1968,147.1163,1,0,0,0
2002248,-66.1968,147.1163,1,0,0,0
2002249,-66.1968,147.1163,1,0,0,0
2002250,-66.1968,147.1163,1,0,0,0
2002251,-66.1968,147.1163,1,0,0,0
2002252,-66.1968,147.1163,1,0,0,0
2002253,-66.1968,147.1163,1,0,0,0
2002254,-66.1968,147.1163,1,0,0,0
2002255,-66.1968,147.1163,1,0,0,0
2002256,-66.1968,147.1163,1,0,0,0
2002257,-66.1968,147.1163,1,0,0,0
2002258,-66.1968,147.1163,1,0,0,0
2002259,-66.1968,147.1163,1,0,0,0
2002260,-66.1968,147.1163,1,0,0,0
2002261,-66.1968,147.1163,1,0,0,0
2002262,-66.1968,147.1163,1,0,0,0
2002263,-66.1968,147.1163,1,0,0,0
2002264,-66.1968,147.1163,1,0,0,0
2002265,-66.1968,147.1163,1,0,0,0
2002266,-66.1968,147.1163,1,0,0,0
2002267,-66.1968,147.1163,1,0,0,0
2002268,-66.1968,147.1163,1,0,0,0
2002269,-66.1968,147.1163,1,0,0,0
2002270,-66.1968,147.1163,1,0,0,0
2002271,-66.1968,147.1163,1,0,0,0
2002272,-66.1968,147.1163,1,0,0,0
2002273,-66.1968,147.1163,1,0,0,0
2002274,-66.1968,147.1163,1,0,0,0
2002275,-66.1968,147.1163,1,0,0,0
2002276,-66.1968,147.1163,1,0,0,0
2002277,-66.1968,147.1163,1,0,0,0
2002278,-66.1968,147.1163,1,0,0,0
2002279,-66.1968,147.1163,1,0,0,0
2002280,-66.1968,147.1163,1,0,0,0
2002281,-66.1968,147.1163,1,0,0,0
2002282,-66.1968,147.1163,1,0,0,0
2002283,-66.1968,147.1163,1,0,0,0
2002284,-66.1968,147.1163,1,0,0,0
2002285,-66.1968,147.1163,1,0,0,0
2002286,-66.1968,147.1163,1,0,0,0
2002287,-66.1968,147.1163,1,0,0,0
2002288,-66.1968,147.1163,1,0,0,0
2002289,-66.1968,147.1163,1,0,0,0
2002290,-66.1968,147.1163,1,0,0,0
2002291,-66.1968,147.1163,1,0,0,0
2002292,-66.1968,147.1163,1,0,0,0
2002293,-66.1968,147.1163,1,0,0,0
2002294,-66.1968,147.1163,1,0,0,0
2002295,-66.1968,147.1163,1,0,0,0
2002296,-66.1968,147.1163,1,0,0,0
2002297,-66.1968,147.1163,1,0,0,0
2002298,-66.1968,147.1163,1,0,0,0
2002299,-66.1968,147.1163,1,0,0,0
2002300,-66.1968,147.1163,1,0,0,0
2002301,-66.1968,147.1163,1,0,0,0
2002302,-66.1968,147.1163,1,0,0,0
2002303,-66.1968,147.1163,1,0,0,0
2002304,-66.1968,147.1163,1,0,0,0
2002305,-66.1968,147.1163,1,0,0,0
2002306,-66.1968,147.1163,1,0,0,0
2002307,-66.1968,147.1163,1,0,0,0
2002308,-66.1968,147.1163,1,0,0,0
2002309,-66.1968,147.1163,1,0,0,0
2002310,-66.1968,147.1163,1,0,0,0
2002311,-66.1968,147.1163,1,0,0,0
2002312,-66.1968,147.1163,1,0,0,0
2002313,-66.1968,147.1163,1,0,0,0
2002314,-66.1968,147.1163,1,0,0,0
2002315,-66.1968,147.1163,1,0,0,0
2002316,-66.1968,147.1163,1,0,0,0
2002317,-66.1968,147.1163,1,0,0,0
2002318,-66.1968,147.1163,1,0,0,0
2002319,-66.1968,147.1163,1,0,0,0
2002320,-66.1968,147.1163,1,0,0,0
2002321,-66.1968,147.1163,1,0,0,0
2002322,-66.1968,147.1163,1,0,0,0
2002323,-66.1968,147.1163,0,0,0,0
2002324,-66.1968,147.1163,1,0,0,0
2002325,-66.1968,147.1163,1,0,0,0
2002326,-66.1968,147.1163,1,0,0,0
2002327,-66.1968,147.1163,1,0,0,0
2002328,-66.1968,147.1163,1,0,0,0
2002329,-66.1968,147.1163,1,0,0,0
2002330,-66.1968,147.1163,1,0,0,0
2002331,-66.1968,147.1163,1,0,0,0
2002332,-66.1968,147.1163,1,0,0,0
2002333,-66.1968,147.1163,1,0,0,0
2002334,-66.1968,147.1163,1,0,0,0
2002335,-66.1968,147.1163,1,0,0,0
2002336,-66.1968,147.1163,1,0,0,0
2002337,-66.1968,147.1163,1,0,0,0
2002338,-66.1968,147.1163,1,0,0,0
2002339,-66.1968,147.1163,1,0,0,0
2002340,-66.1968,147.1163,1,0,0,0
2002341,-66.1968,147.1163,1,0,0,0
2002342,-66.1968,147.1163,1,0,0,0
2002343,-66.1968,147.1163,1,0,0,0
2002344,-66.1968,147.1163,1,0,0,0
2002345,-66.1968,147.1163,1,0,0,0
2002346,-66.1968,147.1163,1,0,0,0
2002347,-66.1968,147.1163,1,0,0,0
2002348,-66.1968,147.1163,1,0,0,0
2002349,-66.1968,147.1163,1,0,0,0
2002350,-66.1968,147.1163,1,0,0,0
2002351,-66.2357,147.0036,1,0,0,0
2002352,-66.2357,147.0036,1,0,0,0
2002353,-66.3441,147.0129,1,0,0,0
2002354,-66.3441,147.0129,1,0,0,0
2002355,-66.3441,147.0129,1,0,0,0
2002356,-66.3441,147.0129,1,0,0,0
2002357,-66.3441,147.0129,1,0,0,0
2002358,-66.3441,147.0129,1,0,0,0
2002359,-66.3441,147.0129,1,0,0,0
2002360,-66.3441,147.0129,1,0,0,0
2002361,-66.3441,147.0129,1,0,0,0
2002362,-66.3441,147.0129,1,0,0,0
2002363,-66.3441,147.0129,1,0,0,0
2002364,-66.3441,147.0129,1,0,0,0
2002365,-66.3441,147.0129,1,0,0,0
