ascat_1,ascat_2,ascat_3,date
-66.55,110.21,1,2023118
-66.55,110.21,1,2023119
-66.55,110.21,1,2023120
-66.55,110.21,1,2023121
-66.55,110.21,1,2023122
-66.51,110.28,1,2023123
-66.51,110.28,1,2023124
-66.51,110.28,1,2023125
-66.51,110.28,1,2023127
-66.51,110.28,1,2023128
-66.51,110.28,1,2023129
-66.51,110.28,1,2023130
-66.52,110.29,1,2023131
-66.52,110.29,1,2023132
-66.52,110.29,1,2023133
-66.52,110.29,1,2023134
-66.52,110.29,1,2023135
-66.52,110.29,1,2023136
-66.52,110.29,1,2023137
-66.52,110.29,1,2023139
-66.52,110.29,1,2023140
-66.5,110.33,1,2023141
-66.5,110.33,1,2023142
-66.5,110.33,1,2023143
-66.5,110.33,1,2023144
-66.48,110.31,1,2023146
-66.48,110.31,1,2023147
-66.48,110.31,1,2023148
-66.48,110.31,1,2023150
-66.48,110.32,1,2023155
-66.48,110.32,1,2023156
-66.48,110.32,1,2023157
-66.48,110.32,1,2023158
-66.49,110.3,1,2023159
-66.4504,110.1824,1,2023160
-66.4504,110.1824,1,2023161
-66.4504,110.1824,0,2023162
-66.4504,110.1824,1,2023163
-66.4504,110.1824,1,2023164
-66.4105,110.1216,1,2023165
-66.4105,110.1216,1,2023166
-66.4105,110.1216,0,2023167
-66.4105,110.1216,1,2023168
-66.3753,109.9553,1,2023169
-66.4376,109.7188,1,2023170
-66.4297,109.7739,1,2023172
-66.4297,109.7739,1,2023173
-66.4297,109.7739,1,2023174
-66.4297,109.7739,1,2023175
-66.4395,109.8875,1,2023176
-66.4395,109.8875,1,2023177
