ascat_1,ascat_2,ascat_3,date,oscat_1,oscat_2,oscat_3,qscat_1,qscat_2,qscat_3
0,0,0,2008114,0,0,0,-65.3662,129.9178,1
0,0,0,2008115,0,0,0,-65.3319,129.7112,1
0,0,0,2008116,0,0,0,-65.3319,129.7112,1
0,0,0,2008117,0,0,0,-65.3319,129.7112,1
0,0,0,2008118,0,0,0,-65.3319,129.7112,1
0,0,0,2008119,0,0,0,-65.2994,129.7812,1
0,0,0,2008120,0,0,0,-65.2994,129.7812,0
0,0,0,2008121,0,0,0,-65.2994,129.7812,1
0,0,0,2008122,0,0,0,-65.2994,129.7812,0
0,0,0,2008123,0,0,0,-65.2994,129.7812,1
0,0,0,2008124,0,0,0,-65.2994,129.7812,1
0,0,0,2008125,0,0,0,-65.2994,129.7812,1
0,0,0,2008126,0,0,0,-65.2994,129.7812,1
0,0,0,2008127,0,0,0,-65.2994,129.7812,1
0,0,0,2008128,0,0,0,-65.2994,129.7812,1
0,0,0,2008129,0,0,0,-65.2994,129.7812,1
0,0,0,2008130,0,0,0,-65.2994,129.7812,1
0,0,0,2008131,0,0,0,-65.2994,129.7812,1
0,0,0,2008132,0,0,0,-65.2994,129.7812,1
0,0,0,2008133,0,0,0,-65.2994,129.7812,1
0,0,0,2008134,0,0,0,-65.2994,129.7812,1
0,0,0,2008135,0,0,0,-65.2994,129.7812,1
0,0,0,2008136,0,0,0,-65.2994,129.7812,1
0,0,0,2008137,0,0,0,-65.2994,129.7812,1
0,0,0,2008138,0,0,0,-65.2994,129.7812,1
0,0,0,2008139,0,0,0,-65.2994,129.7812,1
0,0,0,2008140,0,0,0,-65.2994,129.7812,1
0,0,0,2008141,0,0,0,-65.2994,129.7812,1
0,0,0,2008142,0,0,0,-65.2994,129.7812,1
0,0,0,2008143,0,0,0,-65.2994,129.7812,1
0,0,0,2008144,0,0,0,-65.2994,129.7812,1
0,0,0,2008145,0,0,0,-65.2994,129.7812,0
0,0,0,2008146,0,0,0,-65.2994,129.7812,1
0,0,0,2008147,0,0,0,-65.2994,129.7812,1
0,0,0,2008148,0,0,0,-65.2994,129.7812,1
0,0,0,2008149,0,0,0,-65.2994,129.7812,1
0,0,0,2008150,0,0,0,-65.2994,129.7812,1
0,0,0,2008151,0,0,0,-65.2994,129.7812,1
0,0,0,2008152,0,0,0,-65.2994,129.7812,1
0,0,0,2008153,0,0,0,-65.2994,129.7812,1
0,0,0,2008154,0,0,0,-65.2994,129.7812,1
0,0,0,2008155,0,0,0,-65.2994,129.7812,1
0,0,0,2008156,0,0,0,-65.2994,129.7812,1
0,0,0,2008157,0,0,0,-65.2994,129.7812,1
0,0,0,2008158,0,0,0,-65.2994,129.7812,1
0,0,0,2008159,0,0,0,-65.2994,129.7812,1
0,0,0,2008160,0,0,0,-65.2994,129.7812,1
0,0,0,2008161,0,0,0,-65.2994,129.7812,1
0,0,0,2008162,0,0,0,-65.2994,129.7812,1
0,0,0,2008163,0,0,0,-65.2994,129.7812,1
0,0,0,2008164,0,0,0,-65.2994,129.7812,1
0,0,0,2008165,0,0,0,-65.2994,129.7812,1
0,0,0,2008166,0,0,0,-65.2994,129.7812,1
0,0,0,2008167,0,0,0,-65.2994,129.7812,1
0,0,0,2008168,0,0,0,-65.2994,129.7812,1
0,0,0,2008169,0,0,0,-65.2994,129.7812,1
0,0,0,2008170,0,0,0,-65.2994,129.7812,1
0,0,0,2008171,0,0,0,-65.2994,129.7812,1
0,0,0,2008172,0,0,0,-65.2994,129.7812,1
0,0,0,2008173,0,0,0,-65.2994,129.7812,1
0,0,0,2008174,0,0,0,-65.2994,129.7812,1
0,0,0,2008175,0,0,0,-65.2994,129.7812,1
0,0,0,2008176,0,0,0,-65.2994,129.7812,0
0,0,0,2008177,0,0,0,-65.2994,129.7812,1
0,0,0,2008178,0,0,0,-65.2994,129.7812,1
0,0,0,2008179,0,0,0,-65.2385,129.6862,1
0,0,0,2008180,0,0,0,-65.2385,129.6862,1
0,0,0,2008181,0,0,0,-65.2385,129.6862,1
0,0,0,2008182,0,0,0,-65.2385,129.6862,1
0,0,0,2008183,0,0,0,-65.2385,129.6862,1
0,0,0,2008184,0,0,0,-65.2911,129.6271,1
0,0,0,2008185,0,0,0,-65.2911,129.6271,1
0,0,0,2008186,0,0,0,-65.2911,129.6271,1
0,0,0,2008187,0,0,0,-65.2911,129.6271,1
0,0,0,2008188,0,0,0,-65.2911,129.6271,1
0,0,0,2008189,0,0,0,-65.2911,129.6271,1
0,0,0,2008190,0,0,0,-65.2911,129.6271,1
0,0,0,2008191,0,0,0,-65.2911,129.6271,1
0,0,0,2008192,0,0,0,-65.2911,129.6271,1
0,0,0,2008193,0,0,0,-65.2911,129.6271,1
0,0,0,2008194,0,0,0,-65.2911,129.6271,1
0,0,0,2008195,0,0,0,-65.2911,129.6271,1
0,0,0,2008196,0,0,0,-65.2911,129.6271,1
0,0,0,2008197,0,0,0,-65.2911,129.6271,1
0,0,0,2008198,0,0,0,-65.2911,129.6271,1
0,0,0,2008199,0,0,0,-65.2911,129.6271,1
0,0,0,2008200,0,0,0,-65.2911,129.6271,1
0,0,0,2008201,0,0,0,-65.2911,129.6271,1
0,0,0,2008202,0,0,0,-65.2911,129.6271,1
0,0,0,2008203,0,0,0,-65.2911,129.6271,1
0,0,0,2008204,0,0,0,-65.2911,129.6271,1
0,0,0,2008205,0,0,0,-65.2911,129.6271,1
0,0,0,2008206,0,0,0,-65.2911,129.6271,1
0,0,0,2008207,0,0,0,-65.2911,129.6271,1
0,0,0,2008208,0,0,0,-65.2911,129.6271,1
0,0,0,2008209,0,0,0,-65.2911,129.6271,1
0,0,0,2008210,0,0,0,-65.2911,129.6271,1
0,0,0,2008211,0,0,0,-65.2911,129.6271,1
0,0,0,2008212,0,0,0,-65.2911,129.6271,1
0,0,0,2008213,0,0,0,-65.2911,129.6271,1
0,0,0,2008214,0,0,0,-65.2911,129.6271,1
0,0,0,2008215,0,0,0,-65.2911,129.6271,1
0,0,0,2008216,0,0,0,-65.2911,129.6271,1
0,0,0,2008235,0,0,0,-65.2911,129.6271,1
0,0,0,2008236,0,0,0,-65.2911,129.6271,0
0,0,0,2008237,0,0,0,-65.2911,129.6271,0
0,0,0,2008238,0,0,0,-65.2911,129.6271,0
0,0,0,2008239,0,0,0,-65.2911,129.6271,0
0,0,0,2008240,0,0,0,-65.2911,129.6271,0
0,0,0,2008241,0,0,0,-65.2911,129.6271,1
0,0,0,2008242,0,0,0,-65.2911,129.6271,1
0,0,0,2008243,0,0,0,-65.2911,129.6271,0
0,0,0,2008244,0,0,0,-65.2911,129.6271,0
0,0,0,2008245,0,0,0,-65.2911,129.6271,1
0,0,0,2008246,0,0,0,-65.2911,129.6271,0
0,0,0,2008247,0,0,0,-65.2911,129.6271,0
0,0,0,2008248,0,0,0,-65.2911,129.6271,0
0,0,0,2008249,0,0,0,-65.2911,129.6271,0
0,0,0,2008250,0,0,0,-65.2911,129.6271,1
0,0,0,2008251,0,0,0,-65.2911,129.6271,0
0,0,0,2008252,0,0,0,-65.2911,129.6271,0
0,0,0,2008253,0,0,0,-65.2911,129.6271,0
0,0,0,2008254,0,0,0,-65.2911,129.6271,0
0,0,0,2008255,0,0,0,-65.2911,129.6271,0
0,0,0,2008256,0,0,0,-65.2911,129.6271,1
0,0,0,2008257,0,0,0,-65.2911,129.6271,0
0,0,0,2008258,0,0,0,-65.2911,129.6271,1
0,0,0,2008259,0,0,0,-65.2911,129.6271,0
0,0,0,2008260,0,0,0,-65.2911,129.6271,1
0,0,0,2008261,0,0,0,-65.2911,129.6271,1
0,0,0,2008262,0,0,0,-65.2911,129.6271,1
0,0,0,2008263,0,0,0,-65.2911,129.6271,1
0,0,0,2008264,0,0,0,-65.2911,129.6271,0
0,0,0,2008265,0,0,0,-65.2911,129.6271,1
0,0,0,2008266,0,0,0,-65.2911,129.6271,1
0,0,0,2008267,0,0,0,-65.2911,129.6271,0
0,0,0,2008268,0,0,0,-65.2911,129.6271,1
0,0,0,2008269,0,0,0,-65.2911,129.6271,1
0,0,0,2008270,0,0,0,-65.2911,129.6271,1
0,0,0,2008271,0,0,0,-65.2911,129.6271,1
0,0,0,2008272,0,0,0,-65.2911,129.6271,1
0,0,0,2008273,0,0,0,-65.2911,129.6271,1
0,0,0,2008274,0,0,0,-65.2911,129.6271,1
0,0,0,2008275,0,0,0,-65.2911,129.6271,1
0,0,0,2008276,0,0,0,-65.2911,129.6271,1
0,0,0,2008277,0,0,0,-65.2911,129.6271,1
0,0,0,2008278,0,0,0,-65.2911,129.6271,1
0,0,0,2008279,0,0,0,-65.2911,129.6271,1
0,0,0,2008280,0,0,0,-65.2911,129.6271,1
0,0,0,2008281,0,0,0,-65.2911,129.6271,1
0,0,0,2008282,0,0,0,-65.2911,129.6271,1
0,0,0,2008283,0,0,0,-65.2911,129.6271,1
0,0,0,2008284,0,0,0,-65.2911,129.6271,1
0,0,0,2008285,0,0,0,-65.2911,129.6271,1
0,0,0,2008286,0,0,0,-65.2911,129.6271,1
0,0,0,2008287,0,0,0,-65.2911,129.6271,1
0,0,0,2008288,0,0,0,-65.2911,129.6271,1
0,0,0,2008289,0,0,0,-65.2911,129.6271,1
0,0,0,2008290,0,0,0,-65.2911,129.6271,1
0,0,0,2008291,0,0,0,-65.2911,129.6271,1
0,0,0,2008292,0,0,0,-65.2911,129.6271,1
0,0,0,2008293,0,0,0,-65.2911,129.6271,1
0,0,0,2008294,0,0,0,-65.3914,129.5655,1
0,0,0,2008295,0,0,0,-65.4418,129.6144,1
0,0,0,2008296,0,0,0,-65.4418,129.6144,1
0,0,0,2008297,0,0,0,-65.4901,129.4552,1
0,0,0,2008298,0,0,0,-65.4365,129.5641,1
0,0,0,2008299,0,0,0,-65.4365,129.5641,1
0,0,0,2008300,0,0,0,-65.4672,129.5551,1
0,0,0,2008301,0,0,0,-65.4672,129.5551,1
0,0,0,2008302,0,0,0,-65.4042,129.5983,1
0,0,0,2008303,0,0,0,-65.4637,129.4642,1
0,0,0,2008304,0,0,0,-65.4971,129.5276,1
0,0,0,2008305,0,0,0,-65.4862,129.4334,1
0,0,0,2008306,0,0,0,-65.4716,129.4885,1
0,0,0,2008307,0,0,0,-65.4888,129.4384,1
0,0,0,2008308,0,0,0,-65.4875,129.4958,1
0,0,0,2008309,0,0,0,-65.4875,129.4958,1
0,0,0,2008310,0,0,0,-65.4771,129.4395,1
0,0,0,2008311,0,0,0,-65.4815,129.4596,1
0,0,0,2008312,0,0,0,-65.4864,129.4452,1
0,0,0,2008313,0,0,0,-65.4924,129.4813,1
0,0,0,2008314,0,0,0,-65.4408,129.3309,1
0,0,0,2008315,0,0,0,-65.4858,129.4924,1
0,0,0,2008316,0,0,0,-65.4826,129.4503,1
0,0,0,2008317,0,0,0,-65.4826,129.4503,1
0,0,0,2008318,0,0,0,-65.4782,129.3079,1
0,0,0,2008319,0,0,0,-65.4892,129.4493,1
0,0,0,2008320,0,0,0,-65.4914,129.4307,1
0,0,0,2008321,0,0,0,-65.4755,129.4235,1
0,0,0,2008322,0,0,0,-65.4767,129.426,1
0,0,0,2008323,0,0,0,-65.4942,129.5091,1
0,0,0,2008324,0,0,0,-65.513,129.6566,1
0,0,0,2008325,0,0,0,-65.513,129.6566,1
0,0,0,2008326,0,0,0,-65.4686,129.4726,1
0,0,0,2008327,0,0,0,-65.4739,129.4817,1
0,0,0,2008328,0,0,0,-65.457,129.4239,1
0,0,0,2008329,0,0,0,-65.4615,129.3362,1
0,0,0,2008330,0,0,0,-65.468,129.3234,1
0,0,0,2008331,0,0,0,-65.4617,129.3274,0
0,0,0,2008332,0,0,0,-65.4451,129.3361,0
0,0,0,2008333,0,0,0,-65.4218,129.3448,0
0,0,0,2008334,0,0,0,-65.3951,129.3488,1
0,0,0,2008335,0,0,0,-65.3547,129.2709,1
0,0,0,2008336,0,0,0,-65.3755,129.6365,1
0,0,0,2008337,0,0,0,-65.3407,129.8263,1
0,0,0,2008338,0,0,0,-65.3566,129.9335,1
0,0,0,2008339,0,0,0,-65.3303,129.9906,1
0,0,0,2008340,0,0,0,-65.3234,130.148,1
0,0,0,2008341,0,0,0,-65.3659,130.1995,1
0,0,0,2008342,0,0,0,-65.3857,130.178,1
0,0,0,2008343,0,0,0,-65.3445,130.0577,1
0,0,0,2008344,0,0,0,-65.2907,130.0708,1
0,0,0,2008345,0,0,0,-65.2104,130.1529,1
0,0,0,2008346,0,0,0,-65.1785,130.0194,1
0,0,0,2008347,0,0,0,-65.1313,130.0924,1
0,0,0,2008348,0,0,0,-65.06,130.0124,1
0,0,0,2008349,0,0,0,-65.0117,129.8336,1
0,0,0,2008350,0,0,0,-65.0519,129.9004,1
0,0,0,2008351,0,0,0,-65.0664,129.6899,1
0,0,0,2008352,0,0,0,-65.1478,129.6799,1
0,0,0,2008353,0,0,0,-65.2758,129.5581,1
0,0,0,2008354,0,0,0,-65.2483,129.3799,1
0,0,0,2008355,0,0,0,-65.3617,129.602,1
0,0,0,2008356,0,0,0,-65.343,129.6133,1
0,0,0,2008357,0,0,0,-65.3425,129.5882,1
0,0,0,2008358,0,0,0,-65.4122,129.6056,1
0,0,0,2008359,0,0,0,-65.4772,129.6123,1
0,0,0,2008360,0,0,0,-65.4782,129.5643,1
0,0,0,2008361,0,0,0,-65.4102,129.6343,1
0,0,0,2008362,0,0,0,-65.3692,129.6524,1
0,0,0,2008363,0,0,0,-65.376,129.7514,1
0,0,0,2008364,0,0,0,-65.4094,129.7225,1
0,0,0,2008365,0,0,0,-65.3931,129.737,1
0,0,0,2008366,0,0,0,-65.4061,129.6788,1
0,0,0,2009001,0,0,0,-65.4415,129.8695,1
0,0,0,2009002,0,0,0,-65.3524,129.8624,1
0,0,0,2009003,0,0,0,-65.367,129.712,1
0,0,0,2009004,0,0,0,-65.367,129.712,1
0,0,0,2009005,0,0,0,-65.388,129.7639,1
0,0,0,2009006,0,0,0,-65.472,129.8349,1
0,0,0,2009007,0,0,0,-65.5305,129.7687,1
0,0,0,2009008,0,0,0,-65.548,129.7652,1
0,0,0,2009009,0,0,0,-65.5082,129.7943,1
0,0,0,2009010,0,0,0,-65.5359,129.827,1
0,0,0,2009011,0,0,0,-65.5247,129.8533,1
0,0,0,2009012,0,0,0,-65.5247,129.8533,1
0,0,0,2009013,0,0,0,-65.5247,129.8533,1
0,0,0,2009014,0,0,0,-65.5532,129.9843,1
0,0,0,2009015,0,0,0,-65.5251,130.1,1
0,0,0,2009016,0,0,0,-65.5251,130.1,1
0,0,0,2009017,0,0,0,-65.5465,130.1449,1
0,0,0,2009018,0,0,0,-65.5465,130.1449,1
0,0,0,2009019,0,0,0,-65.524,130.1971,1
0,0,0,2009020,0,0,0,-65.524,130.1971,1
0,0,0,2009021,0,0,0,-65.5495,130.1771,1
0,0,0,2009022,0,0,0,-65.6248,130.121,1
0,0,0,2009023,0,0,0,-65.4944,130.0248,1
0,0,0,2009024,0,0,0,-65.4944,130.0248,1
0,0,0,2009025,0,0,0,-65.4944,130.0248,1
0,0,0,2009026,0,0,0,-65.4887,129.7109,1
0,0,0,2009027,0,0,0,-65.5332,129.6867,1
0,0,0,2009028,0,0,0,-65.5486,129.7162,1
0,0,0,2009029,0,0,0,-65.5448,129.5869,1
0,0,0,2009030,0,0,0,-65.5079,129.7065,1
0,0,0,2009031,0,0,0,-65.4979,129.7622,1
0,0,0,2009032,0,0,0,-65.5149,129.7604,1
0,0,0,2009033,0,0,0,-65.4723,129.8569,1
0,0,0,2009034,0,0,0,-65.6233,129.5228,1
0,0,0,2009035,0,0,0,-65.7624,129.5426,1
0,0,0,2009036,0,0,0,-65.6919,129.4963,1
0,0,0,2009037,0,0,0,-65.7342,129.4715,1
0,0,0,2009038,0,0,0,-65.703,129.5301,1
0,0,0,2009039,0,0,0,-65.7438,129.4861,1
0,0,0,2009040,0,0,0,-65.7468,129.4219,1
0,0,0,2009041,0,0,0,-65.7506,129.4167,1
0,0,0,2009042,0,0,0,-65.7506,129.4167,1
0,0,0,2009043,0,0,0,-65.7611,129.413,1
0,0,0,2009044,0,0,0,-65.7611,129.413,1
0,0,0,2009045,0,0,0,-65.7671,129.4496,1
0,0,0,2009046,0,0,0,-65.7671,129.4496,1
0,0,0,2009047,0,0,0,-65.7713,129.458,1
0,0,0,2009048,0,0,0,-65.7499,129.4397,1
0,0,0,2009049,0,0,0,-65.778,129.4715,1
0,0,0,2009050,0,0,0,-65.7596,129.4591,1
0,0,0,2009051,0,0,0,-65.7554,129.4507,1
0,0,0,2009052,0,0,0,-65.745,129.4543,1
0,0,0,2009053,0,0,0,-65.7705,129.4939,1
0,0,0,2009054,0,0,0,-65.7734,129.4998,1
0,0,0,2009055,0,0,0,-65.7411,129.4595,1
0,0,0,2009056,0,0,0,-65.7584,129.4207,1
0,0,0,2009057,0,0,0,-65.7462,129.4568,1
0,0,0,2009058,0,0,0,-65.7491,129.4755,1
0,0,0,2009059,0,0,0,-65.7533,129.484,1
0,0,0,2009060,0,0,0,-65.7517,129.4073,1
0,0,0,2009061,0,0,0,-65.7391,129.3692,1
0,0,0,2009062,0,0,0,-65.7574,129.4301,1
0,0,0,2009063,0,0,0,-65.7574,129.4301,1
0,0,0,2009064,0,0,0,-65.7457,129.4313,1
0,0,0,2009065,0,0,0,-65.7611,129.413,1
0,0,0,2009066,0,0,0,-65.7506,129.4167,1
0,0,0,2009067,0,0,0,-65.7457,129.4313,1
0,0,0,2009068,0,0,0,-65.7402,129.4203,1
0,0,0,2009069,0,0,0,-65.7353,129.4349,1
0,0,0,2009070,0,0,0,-65.7168,129.4353,1
0,0,0,2009071,0,0,0,-65.7745,129.3794,1
0,0,0,2009072,0,0,0,-65.7741,129.4016,1
0,0,0,2009073,0,0,0,-65.7558,129.3406,1
0,0,0,2009074,0,0,0,-65.7473,129.3238,1
0,0,0,2009075,0,0,0,-65.7473,129.3238,1
0,0,0,2009076,0,0,0,-65.7808,129.4151,1
0,0,0,2009077,0,0,0,-65.763,129.4283,1
0,0,0,2009078,0,0,0,-65.7708,129.4324,1
0,0,0,2009079,0,0,0,-65.7697,129.3812,1
0,0,0,2009080,0,0,0,-65.7631,129.3797,1
0,0,0,2009081,0,0,0,-65.779,129.387,1
0,0,0,2009082,0,0,0,-65.7734,129.4247,1
0,0,0,2009083,0,0,0,-65.7734,129.4247,1
0,0,0,2009084,0,0,0,-65.7734,129.4247,1
0,0,0,2009085,0,0,0,-65.7734,129.4247,1
0,0,0,2009086,0,0,0,-65.7734,129.4247,1
0,0,0,2009087,0,0,0,-65.7734,129.4247,1
0,0,0,2009088,0,0,0,-65.7734,129.4247,1
0,0,0,2009089,0,0,0,-65.7734,129.4247,1
0,0,0,2009090,0,0,0,-65.7734,129.4247,1
0,0,0,2009091,0,0,0,-65.7734,129.4247,1
0,0,0,2009092,0,0,0,-65.7734,129.4247,1
0,0,0,2009093,0,0,0,-65.7147,129.3809,1
0,0,0,2009094,0,0,0,-65.728,129.36,1
0,0,0,2009095,0,0,0,-65.7361,129.3633,1
0,0,0,2009096,0,0,0,-65.7661,129.3497,1
0,0,0,2009097,0,0,0,-65.7661,129.3497,1
0,0,0,2009098,0,0,0,-65.7761,129.3683,1
0,0,0,2009099,0,0,0,-65.7761,129.3683,1
0,0,0,2009100,0,0,0,-65.7761,129.3683,1
0,0,0,2009101,0,0,0,-65.7761,129.3683,1
0,0,0,2009102,0,0,0,-65.7761,129.3683,1
0,0,0,2009103,0,0,0,-65.7761,129.3683,1
0,0,0,2009104,0,0,0,-65.7761,129.3683,1
0,0,0,2009105,0,0,0,-65.7761,129.3683,1
0,0,0,2009106,0,0,0,-65.7761,129.3683,1
0,0,0,2009107,0,0,0,-65.7761,129.3683,1
0,0,0,2009108,0,0,0,-65.7761,129.3683,1
0,0,0,2009109,0,0,0,-65.7761,129.3683,1
0,0,0,2009110,0,0,0,-65.7761,129.3683,1
0,0,0,2009111,0,0,0,-65.7761,129.3683,1
0,0,0,2009112,0,0,0,-65.7761,129.3683,1
0,0,0,2009113,0,0,0,-65.7761,129.3683,1
0,0,0,2009114,0,0,0,-65.7761,129.3683,1
0,0,0,2009115,0,0,0,-65.7761,129.3683,1
0,0,0,2009116,0,0,0,-65.7761,129.3683,1
0,0,0,2009117,0,0,0,-65.7761,129.3683,1
0,0,0,2009118,0,0,0,-65.7761,129.3683,1
0,0,0,2009119,0,0,0,-65.7761,129.3683,1
0,0,0,2009120,0,0,0,-65.7761,129.3683,1
0,0,0,2009121,0,0,0,-65.7761,129.3683,1
0,0,0,2009122,0,0,0,-65.7761,129.3683,1
0,0,0,2009123,0,0,0,-65.7761,129.3683,1
0,0,0,2009124,0,0,0,-65.7761,129.3683,1
0,0,0,2009125,0,0,0,-65.7761,129.3683,1
0,0,0,2009126,0,0,0,-65.7761,129.3683,1
0,0,0,2009127,0,0,0,-65.7761,129.3683,1
0,0,0,2009128,0,0,0,-65.7761,129.3683,1
0,0,0,2009129,0,0,0,-65.7761,129.3683,1
0,0,0,2009130,0,0,0,-65.7761,129.3683,1
0,0,0,2009131,0,0,0,-65.7761,129.3683,1
0,0,0,2009132,0,0,0,-65.7761,129.3683,1
0,0,0,2009133,0,0,0,-65.7761,129.3683,1
0,0,0,2009134,0,0,0,-65.7761,129.3683,1
0,0,0,2009135,0,0,0,-65.7761,129.3683,1
0,0,0,2009136,0,0,0,-65.7761,129.3683,1
0,0,0,2009137,0,0,0,-65.7761,129.3683,1
0,0,0,2009138,0,0,0,-65.7761,129.3683,1
0,0,0,2009139,0,0,0,-65.7761,129.3683,1
0,0,0,2009140,0,0,0,-65.7761,129.3683,1
0,0,0,2009141,0,0,0,-65.7761,129.3683,1
0,0,0,2009142,0,0,0,-65.7761,129.3683,1
0,0,0,2009143,0,0,0,-65.7761,129.3683,1
0,0,0,2009144,0,0,0,-65.7761,129.3683,1
0,0,0,2009145,0,0,0,-65.7761,129.3683,1
0,0,0,2009146,0,0,0,-65.7761,129.3683,1
0,0,0,2009147,0,0,0,-65.7761,129.3683,1
0,0,0,2009148,0,0,0,-65.7761,129.3683,1
0,0,0,2009149,0,0,0,-65.7761,129.3683,1
0,0,0,2009150,0,0,0,-65.7761,129.3683,1
0,0,0,2009151,0,0,0,-65.7761,129.3683,1
0,0,0,2009152,0,0,0,-65.7761,129.3683,1
0,0,0,2009153,0,0,0,-65.7761,129.3683,1
0,0,0,2009154,0,0,0,-65.7761,129.3683,1
0,0,0,2009155,0,0,0,-65.7761,129.3683,1
0,0,0,2009156,0,0,0,-65.7761,129.3683,1
0,0,0,2009157,0,0,0,-65.7761,129.3683,1
0,0,0,2009158,0,0,0,-65.7761,129.3683,1
0,0,0,2009159,0,0,0,-65.7761,129.3683,1
0,0,0,2009160,0,0,0,-65.7761,129.3683,1
0,0,0,2009161,0,0,0,-65.7761,129.3683,1
0,0,0,2009162,0,0,0,-65.7761,129.3683,1
0,0,0,2009163,0,0,0,-65.7761,129.3683,1
0,0,0,2009164,0,0,0,-65.7761,129.3683,1
0,0,0,2009165,0,0,0,-65.7761,129.3683,1
0,0,0,2009166,0,0,0,-65.7761,129.3683,1
0,0,0,2009167,0,0,0,-65.7761,129.3683,1
0,0,0,2009168,0,0,0,-65.7761,129.3683,1
0,0,0,2009169,0,0,0,-65.7761,129.3683,1
0,0,0,2009170,0,0,0,-65.7761,129.3683,1
0,0,0,2009171,0,0,0,-65.7761,129.3683,1
0,0,0,2009172,0,0,0,-65.7761,129.3683,1
0,0,0,2009173,0,0,0,-65.7761,129.3683,1
