Iceberg,Length (NM),Width (NM),Latitude,Longitude,Remarks,Last Update
A23A,40,34,-75.02,-38.04,belle,4/22/2022
A64,9,8,-66.02,-60.34,belle,4/22/2022
A69A,10,9,-65.51,-59.24,belle,4/22/2022
A69B,10,5,-64.89,-57.26,belle,4/22/2022
A69C,10,3,-65.50,-58.94,belle,4/22/2022
A70,8,5,-65.76,-61.31,belle,4/22/2022
A74,30,18,-76.89,-44.13,belle,4/22/2022
A76A,73,14,-67.66,-55.77,belle,4/22/2022
A76B,20,7,-70.86,-59.64,belle,4/22/2022
A76C,16,7,-68.99,-60.07,belle,4/22/2022
A77,27,4,-75.71,-30.06,belle,4/22/2022
A78,18,4,-73.11,-32.59,belle,4/22/2022
A79,9.5,3,-71.11,-60.48,belle,4/22/2022
B09B,24,8,-66.20,143.42,wilke,4/22/2022
B09G,11,7,-68.21,41.79,amerw,4/22/2022
B09I,12,6,-54.76,-26.98,weddw,4/22/2022
B15AB,11,4,-66.08,50.59,amerw,4/22/2022
B22A,38,24,-73.81,-109.49,amune (grounded),4/22/2022
B28,9,6,-74.37,-109.41,amune,4/22/2022
B29,11,5,-74.19,-109.54,amune,4/22/2022
B38,6,4,-77.00,-155.11,rosse,4/22/2022
B39,8,4,-76.75,-32.99,belle,4/22/2022
B42,12,4,-69.24,-151.51,rosse,4/22/2022
B45,7,6,-74.51,-109.59,amune,4/22/2022
B46,10,4,-72.00,-132.51,amune,4/22/2022
B47,12,5,-73.81,-134.17,amunw,4/22/2022
B50,14,5,-65.77,-165.42,rosse,4/22/2022
C15,12,8,-65.95,143.25,wilke,4/22/2022
C18B,19,4,-66.59,89.55,amere (grounded),4/22/2022
C21B,11,8,-64.99,95.85,wilkw (grounded),4/22/2022
C24,11,2,-64.84,96.02,wilkw (grounded),4/22/2022
C29,5,5,-66.06,142.78,wilke,4/22/2022
C30,9,3,-64.78,96.28,wilkw (grounded),4/22/2022
C31,9,3,-64.69,96.50,wilkw (grounded),4/22/2022
C33,8,4,-65.32,126.58,wilke (grounded),4/22/2022
C35,7,5,-67.33,147.89,wilke,4/22/2022
C36,22,15,-67.93,147.48,wilke (grounded),4/22/2022
C37,8,3,-65.22,101.21,wilkw,4/22/2022
C38A,10,8,-65.17,101.66,wilkw,4/22/2022
C38B,8,7,-65.00,101.70,wilkw,4/22/2022
D15A,51,24,-66.63,81.92,amere (grounded),4/22/2022
D15B,33,12,-66.98,81.58,amere (grounded),4/22/2022
D20A,17,6,-69.35,16.20,wedde,4/22/2022
D23,8,6,-69.43,74.68,amere (grounded),4/22/2022
D26,16,2,-69.26,29.54,wedde (grounded),4/22/2022
D27,7,4,-68.05,13.74,wedde,4/22/2022
D28,29,19,-74.62,-32.78,belle,4/22/2022
D29A,15,9,-72.12,-36.73,belle,4/22/2022
D29B,13,7,-74.45,-31.32,belle,4/22/2022
D29C,13,6,-72.81,-35.38,belle,4/22/2022
D30A,37,11,-74.31,-37.69,belle,4/22/2022
D30B,10,5,-73.83,-33.75,belle,4/22/2022
D31,10,2,-72.68,-19.39,weddw,4/22/2022
